Ret.Time, min	Absolute Intensity, A.U.	Relative Intensity
116.422	368512	1.94
116.427	348845	1.84
116.433	336133	1.77
116.438	326737	1.72
116.444	308264	1.62
116.449	293470	1.54
116.455	280981	1.48
116.460	271714	1.43
116.466	258734	1.36
116.471	250695	1.32
116.477	232279	1.22
116.482	224784	1.18
116.488	219886	1.16
116.493	205725	1.08
116.499	207403	1.09
116.504	202791	1.07
116.510	196093	1.03
116.515	188480	0.99
116.521	183104	0.96
116.526	180209	0.95
116.532	179309	0.94
116.537	171757	0.90
116.543	168093	0.88
116.548	163577	0.86
116.554	168063	0.88
116.559	170180	0.90
116.565	163238	0.86
116.570	166919	0.88
116.576	166674	0.88
116.581	171154	0.90
116.587	175060	0.92
116.592	173284	0.91
116.598	182906	0.96
116.603	184324	0.97
116.609	188895	0.99
116.614	203187	1.07
116.620	208905	1.10
116.625	215163	1.13
116.631	223874	1.18
116.636	232065	1.22
116.642	240591	1.27
116.647	246388	1.30
116.653	252716	1.33
116.658	272965	1.44
116.664	282203	1.49
116.669	291813	1.54
116.675	309175	1.63
116.680	318661	1.68
116.686	331943	1.75
116.691	343419	1.81
116.697	357009	1.88
116.702	372730	1.96
116.708	377440	1.99
116.713	393559	2.07
116.719	405857	2.14
116.724	420225	2.21
116.730	441234	2.32
116.735	447897	2.36
116.741	468725	2.47
116.746	477036	2.51
116.752	480401	2.53
116.757	503288	2.65
116.763	505167	2.66
116.768	524968	2.76
116.774	535154	2.82
116.779	535424	2.82
116.785	548019	2.88
116.790	549414	2.89
116.796	565656	2.98
116.801	563005	2.96
116.807	564130	2.97
116.812	571456	3.01
116.818	571246	3.01
116.823	553385	2.91
116.829	560213	2.95
116.834	560569	2.95
116.840	552371	2.91
116.845	541267	2.85
116.851	553311	2.91
116.856	543888	2.86
116.862	549883	2.89
116.867	544910	2.87
116.873	530408	2.79
116.878	515697	2.71
116.884	514017	2.71
116.889	512383	2.70
116.895	516375	2.72
116.900	510555	2.69
116.906	504882	2.66
116.911	501546	2.64
116.917	492721	2.59
116.922	495084	2.61
116.928	493708	2.60
116.933	499065	2.63
116.939	502711	2.65
116.944	508784	2.68
116.950	524447	2.76
116.955	525821	2.77
116.961	533056	2.81
116.966	538397	2.83
116.972	548689	2.89
116.977	551908	2.90
116.983	562837	2.96
116.988	577761	3.04
116.994	592036	3.12
116.999	608119	3.20
117.005	627529	3.30
117.010	637169	3.35
117.016	650642	3.42
117.021	662362	3.49
117.027	673866	3.55
117.032	682004	3.59
117.038	685371	3.61
117.043	695360	3.66
117.049	710646	3.74
117.054	713256	3.75
117.060	724526	3.81
117.065	735704	3.87
117.071	726473	3.82
117.076	735544	3.87
117.082	722197	3.80
117.087	724319	3.81
117.093	725362	3.82
117.098	703376	3.70
117.104	690928	3.64
117.109	672170	3.54
117.115	659071	3.47
117.120	647548	3.41
117.126	624324	3.29
117.131	618389	3.25
117.137	596280	3.14
117.142	576025	3.03
117.148	568507	2.99
117.153	543391	2.86
117.159	519388	2.73
117.164	504916	2.66
117.170	494369	2.60
117.175	472071	2.48
117.181	448235	2.36
117.186	426983	2.25
117.192	409498	2.16
117.197	391173	2.06
117.203	381493	2.01
117.208	356616	1.88
117.214	342232	1.80
117.219	325394	1.71
117.225	308294	1.62
117.230	295719	1.56
117.236	282913	1.49
117.241	271206	1.43
117.247	261597	1.38
117.252	252756	1.33
117.258	242565	1.28
117.263	236049	1.24
117.269	224449	1.18
117.274	215628	1.13
117.280	211037	1.11
117.285	196776	1.04
117.291	190934	1.00
117.296	193648	1.02
117.302	182184	0.96
117.307	182771	0.96
117.313	178091	0.94
117.318	173914	0.92
117.324	173866	0.92
117.329	169373	0.89
117.335	165610	0.87
117.340	165165	0.87
117.346	162382	0.85
117.351	166092	0.87
117.357	165348	0.87
117.362	164482	0.87
117.368	163759	0.86
117.373	165834	0.87
117.379	164359	0.87
117.384	166653	0.88
117.390	167768	0.88
117.395	167202	0.88
117.401	165721	0.87
117.406	170233	0.90
117.412	172273	0.91
117.417	171040	0.90
117.423	178548	0.94
117.428	180444	0.95
117.434	182419	0.96
117.439	184939	0.97
117.445	194180	1.02
117.450	193394	1.02
117.456	199047	1.05
117.461	201232	1.06
117.467	206916	1.09
117.472	208244	1.10
117.478	209182	1.10
117.483	215107	1.13
117.489	218259	1.15
117.494	222084	1.17
117.500	226861	1.19
117.505	233340	1.23
117.511	238999	1.26
117.516	239511	1.26
117.522	245555	1.29
117.527	253638	1.33
117.533	259829	1.37
117.538	259079	1.36
117.544	269513	1.42
117.549	275815	1.45
117.555	278872	1.47
117.560	290423	1.53
117.566	297311	1.56
117.571	307669	1.62
117.577	312839	1.65
117.582	329258	1.73
117.588	329114	1.73
117.593	344917	1.82
117.599	350551	1.85
117.604	362515	1.91
117.610	371403	1.95
117.615	374817	1.97
117.621	381736	2.01
117.626	391310	2.06
117.632	399984	2.11
117.637	418632	2.20
117.643	427599	2.25
117.648	430646	2.27
117.654	438876	2.31
117.659	441047	2.32
117.665	445886	2.35
117.670	453241	2.39
117.676	453531	2.39
117.681	451124	2.37
117.687	448843	2.36
117.692	449007	2.36
117.698	451247	2.38
117.703	440806	2.32
117.709	442152	2.33
117.714	440653	2.32
117.720	431528	2.27
117.725	439723	2.31
117.731	433596	2.28
117.736	424056	2.23
117.742	416754	2.19
117.747	412804	2.17
117.753	403617	2.12
117.758	390724	2.06
117.764	386413	2.03
117.769	376591	1.98
117.775	362868	1.91
117.780	354889	1.87
117.786	352919	1.86
117.791	344651	1.81
117.797	330737	1.74
117.802	312159	1.64
117.808	304930	1.60
117.813	292562	1.54
117.819	281294	1.48
117.824	271243	1.43
117.830	262879	1.38
117.835	253945	1.34
117.841	243045	1.28
117.846	232509	1.22
117.852	225265	1.19
117.857	217280	1.14
117.863	207852	1.09
117.868	205364	1.08
117.874	197939	1.04
117.879	196708	1.04
117.885	189994	1.00
117.890	185657	0.98
117.896	182346	0.96
117.901	178273	0.94
117.907	182145	0.96
117.912	174492	0.92
117.918	174477	0.92
117.923	172679	0.91
117.929	168763	0.89
117.934	167354	0.88
117.940	165436	0.87
117.945	163474	0.86
117.951	162148	0.85
117.956	164039	0.86
117.962	167483	0.88
117.967	169488	0.89
117.973	171197	0.90
117.978	171756	0.90
117.984	175031	0.92
117.989	173789	0.91
117.995	175005	0.92
118.000	176834	0.93
118.006	181102	0.95
118.011	177253	0.93
118.017	187496	0.99
118.022	193261	1.02
118.028	196572	1.03
118.033	198570	1.05
118.039	201196	1.06
118.044	206043	1.08
118.050	209142	1.10
118.055	210992	1.11
118.061	220563	1.16
118.066	222060	1.17
118.072	223620	1.18
118.077	227212	1.20
118.083	231930	1.22
118.088	237386	1.25
118.094	239763	1.26
118.099	246050	1.30
118.105	258137	1.36
118.110	258337	1.36
118.116	267957	1.41
118.121	272068	1.43
118.127	275593	1.45
118.132	279989	1.47
118.138	286757	1.51
118.143	287281	1.51
118.149	295786	1.56
118.154	300890	1.58
118.160	302776	1.59
118.165	306056	1.61
118.171	305076	1.61
118.176	316268	1.66
118.182	310684	1.64
118.187	308523	1.62
118.193	309252	1.63
118.198	308687	1.62
118.204	312529	1.64
118.209	309741	1.63
118.215	309220	1.63
118.220	312058	1.64
118.226	309840	1.63
118.231	300200	1.58
118.237	302879	1.59
118.242	298207	1.57
118.248	296981	1.56
118.253	295507	1.56
118.259	290891	1.53
118.264	287309	1.51
118.270	284114	1.50
118.275	281164	1.48
118.281	278347	1.47
118.286	279641	1.47
118.292	269583	1.42
118.297	276462	1.46
118.303	273726	1.44
118.308	275630	1.45
118.314	273079	1.44
118.319	271503	1.43
118.325	267130	1.41
118.330	265732	1.40
118.336	264871	1.39
118.341	264903	1.39
118.347	260716	1.37
118.352	257889	1.36
118.358	262221	1.38
118.363	256659	1.35
118.369	255758	1.35
118.374	262880	1.38
118.380	264436	1.39
118.385	265751	1.40
118.391	267276	1.41
118.396	273896	1.44
118.402	272093	1.43
118.407	278196	1.46
118.413	288078	1.52
118.418	297098	1.56
118.424	296825	1.56
118.429	301145	1.59
118.435	311458	1.64
118.440	322698	1.70
118.446	322283	1.70
118.451	335221	1.76
118.457	351962	1.85
118.462	364898	1.92
118.468	375860	1.98
118.473	389042	2.05
118.479	407386	2.14
118.484	424630	2.23
118.490	435370	2.29
118.495	446088	2.35
118.501	467400	2.46
118.506	477729	2.51
118.512	495850	2.61
118.517	512366	2.70
118.523	524491	2.76
118.528	543917	2.86
118.534	549192	2.89
118.539	568491	2.99
118.545	578345	3.04
118.550	592183	3.12
118.556	603060	3.17
118.561	615933	3.24
118.567	610086	3.21
118.572	639855	3.37
118.578	644853	3.39
118.583	656355	3.45
118.589	651468	3.43
118.594	650278	3.42
118.600	663054	3.49
118.605	656531	3.46
118.611	661577	3.48
118.616	648267	3.41
118.622	652988	3.44
118.627	648596	3.41
118.633	636476	3.35
118.638	627820	3.30
118.644	618734	3.26
118.649	611407	3.22
118.655	607432	3.20
118.660	587392	3.09
118.666	576751	3.04
118.671	559299	2.94
118.677	540882	2.85
118.682	531997	2.80
118.688	508846	2.68
118.693	504656	2.66
118.699	478903	2.52
118.704	468454	2.47
118.710	455133	2.40
118.715	429787	2.26
118.721	413649	2.18
118.726	402727	2.12
118.732	382237	2.01
118.737	369148	1.94
118.743	356740	1.88
118.748	334654	1.76
118.754	321486	1.69
118.759	303287	1.60
118.765	297550	1.57
118.770	284586	1.50
118.776	274357	1.44
118.781	266296	1.40
118.787	255738	1.35
118.792	247082	1.30
118.798	242977	1.28
118.803	231899	1.22
118.809	222991	1.17
118.814	210363	1.11
118.820	205687	1.08
118.825	197089	1.04
118.831	190862	1.00
118.836	184596	0.97
118.842	175325	0.92
118.847	175921	0.93
118.853	172372	0.91
118.858	164813	0.87
118.864	163194	0.86
118.869	160976	0.85
118.875	154704	0.81
118.880	148078	0.78
118.886	146079	0.77
118.891	144137	0.76
118.897	145123	0.76
118.902	139944	0.74
118.908	134544	0.71
118.913	136721	0.72
118.919	128879	0.68
118.924	129276	0.68
118.930	126571	0.67
118.935	122107	0.64
118.941	126850	0.67
118.946	122803	0.65
118.952	119512	0.63
118.957	117264	0.62
118.963	118581	0.62
118.968	115479	0.61
118.974	119538	0.63
118.979	116617	0.61
118.985	118502	0.62
118.990	118168	0.62
118.996	120321	0.63
119.001	117905	0.62
119.007	123779	0.65
119.012	125853	0.66
119.018	123358	0.65
119.023	131793	0.69
119.029	129225	0.68
119.034	130816	0.69
119.040	135557	0.71
119.045	138387	0.73
119.051	140187	0.74
119.056	145528	0.77
119.062	146891	0.77
119.067	155988	0.82
119.073	160742	0.85
119.078	163995	0.86
119.084	171420	0.90
119.089	173942	0.92
119.095	176456	0.93
119.100	187300	0.99
119.106	191065	1.01
119.111	198561	1.05
119.117	204040	1.07
119.122	209687	1.10
119.128	217052	1.14
119.133	221089	1.16
119.139	229012	1.21
119.144	232599	1.22
119.150	239174	1.26
119.155	247627	1.30
119.161	255528	1.34
119.166	266584	1.40
119.172	275729	1.45
119.177	283528	1.49
119.183	291332	1.53
119.188	304541	1.60
119.194	309986	1.63
119.199	313583	1.65
119.205	321291	1.69
119.210	337254	1.78
119.216	341646	1.80
119.221	351395	1.85
119.227	358747	1.89
119.232	369601	1.95
119.238	378185	1.99
119.243	386197	2.03
119.249	388820	2.05
119.254	397183	2.09
119.260	399890	2.10
119.265	403353	2.12
119.271	414770	2.18
119.276	413824	2.18
119.282	419995	2.21
119.287	425461	2.24
119.293	426632	2.25
119.298	433725	2.28
119.304	429261	2.26
119.309	426600	2.25
119.315	438620	2.31
119.320	431412	2.27
119.326	425601	2.24
119.331	433613	2.28
119.337	416200	2.19
119.342	402468	2.12
119.348	398256	2.10
119.353	395363	2.08
119.359	393405	2.07
119.364	379223	2.00
119.370	370106	1.95
119.375	355604	1.87
119.381	348529	1.83
119.386	345253	1.82
119.392	333362	1.75
119.397	330171	1.74
119.403	324111	1.71
119.408	320387	1.69
119.414	305492	1.61
119.419	304546	1.60
119.425	301038	1.58
119.430	289055	1.52
119.436	289195	1.52
119.441	281245	1.48
119.447	276376	1.45
119.452	278637	1.47
119.458	273155	1.44
119.463	273814	1.44
119.469	271939	1.43
119.474	271246	1.43
119.480	272293	1.43
119.485	275576	1.45
119.491	281589	1.48
119.496	286942	1.51
119.502	288950	1.52
119.507	294396	1.55
119.513	302563	1.59
119.518	310046	1.63
119.524	325240	1.71
119.529	343640	1.81
119.535	354960	1.87
119.540	371610	1.96
119.546	385256	2.03
119.551	398928	2.10
119.557	421385	2.22
119.562	439513	2.31
119.568	457122	2.41
119.573	466467	2.46
119.579	488672	2.57
119.584	503455	2.65
119.590	532202	2.80
119.595	545935	2.87
119.601	572866	3.02
119.606	598402	3.15
119.612	617188	3.25
119.617	634788	3.34
119.623	666126	3.51
119.628	668730	3.52
119.634	695497	3.66
119.639	712739	3.75
119.645	730025	3.84
119.650	745745	3.93
119.656	757146	3.99
119.661	771746	4.06
119.667	782414	4.12
119.672	807532	4.25
119.678	814506	4.29
119.683	810276	4.26
119.689	806921	4.25
119.694	821468	4.32
119.700	811378	4.27
119.705	814773	4.29
119.711	815373	4.29
119.716	794251	4.18
119.722	793012	4.17
119.727	787114	4.14
119.733	780621	4.11
119.738	779428	4.10
119.744	769247	4.05
119.749	771532	4.06
119.755	743968	3.92
119.760	734233	3.86
119.766	711540	3.75
119.771	687706	3.62
119.777	678630	3.57
119.782	656619	3.46
119.788	635396	3.34
119.793	614422	3.23
119.799	592933	3.12
119.804	578387	3.04
119.810	555314	2.92
119.815	540018	2.84
119.821	519064	2.73
119.826	515532	2.71
119.832	495516	2.61
119.837	486777	2.56
119.843	469729	2.47
119.848	464727	2.45
119.854	452071	2.38
119.859	449257	2.36
119.865	452924	2.38
119.870	452631	2.38
119.876	450728	2.37
119.881	444717	2.34
119.887	441879	2.33
119.892	447127	2.35
119.898	454188	2.39
119.903	454850	2.39
119.909	462558	2.43
119.914	469291	2.47
119.920	481612	2.53
119.925	479708	2.52
119.931	496987	2.62
119.936	498469	2.62
119.942	510554	2.69
119.947	519683	2.74
119.953	532529	2.80
119.958	542735	2.86
119.964	551714	2.90
119.969	564915	2.97
119.975	575623	3.03
119.980	589092	3.10
119.986	591881	3.12
119.991	596262	3.14
119.997	609454	3.21
120.002	606096	3.19
120.008	610490	3.21
120.013	617075	3.25
120.019	620292	3.26
120.024	604579	3.18
120.030	610915	3.22
120.035	601900	3.17
120.041	592673	3.12
120.046	595046	3.13
120.052	585392	3.08
120.057	588398	3.10
120.063	576613	3.03
120.068	562489	2.96
120.074	557261	2.93
120.079	546863	2.88
120.085	551726	2.90
120.090	537468	2.83
120.096	527012	2.77
120.101	510527	2.69
120.107	487247	2.56
120.112	475559	2.50
120.118	469016	2.47
120.123	446549	2.35
120.129	433257	2.28
120.134	417698	2.20
120.140	402381	2.12
120.145	391933	2.06
120.151	382126	2.01
120.156	369825	1.95
120.162	354660	1.87
120.167	346106	1.82
120.173	336289	1.77
120.178	323830	1.70
120.184	312294	1.64
120.189	304946	1.61
120.195	293586	1.55
120.200	292714	1.54
120.206	282196	1.49
120.211	277813	1.46
120.217	272030	1.43
120.222	261379	1.38
120.228	260740	1.37
120.233	255657	1.35
120.239	249707	1.31
120.244	243252	1.28
120.250	249901	1.32
120.255	243493	1.28
120.261	251331	1.32
120.266	252939	1.33
120.272	250751	1.32
120.277	258086	1.36
120.283	258199	1.36
120.288	261100	1.37
120.294	260468	1.37
120.299	266652	1.40
120.305	268979	1.42
120.310	277259	1.46
120.316	274628	1.45
120.321	282443	1.49
120.327	287159	1.51
120.332	292421	1.54
120.338	293639	1.55
120.343	302272	1.59
120.349	304910	1.60
120.354	307706	1.62
120.360	309715	1.63
120.365	319740	1.68
120.371	311670	1.64
120.376	313037	1.65
120.382	313056	1.65
120.387	311156	1.64
120.393	309495	1.63
120.398	309761	1.63
120.404	312383	1.64
120.409	310275	1.63
120.415	310662	1.64
120.420	311040	1.64
120.426	307898	1.62
120.431	305112	1.61
120.437	305497	1.61
120.442	306148	1.61
120.448	303755	1.60
120.453	296958	1.56
120.459	288271	1.52
120.464	283745	1.49
120.470	276970	1.46
120.475	274258	1.44
120.481	274241	1.44
120.486	267402	1.41
120.492	258054	1.36
120.497	258090	1.36
120.503	251797	1.33
120.508	240625	1.27
120.514	238608	1.26
120.519	232053	1.22
120.525	224156	1.18
120.530	224513	1.18
120.536	213024	1.12
120.541	205746	1.08
120.547	199248	1.05
120.552	193546	1.02
120.558	195751	1.03
120.563	190099	1.00
120.569	189354	1.00
120.574	180629	0.95
120.580	179366	0.94
120.585	176739	0.93
120.591	170085	0.90
120.596	172799	0.91
120.602	171593	0.90
120.607	169823	0.89
120.613	165925	0.87
120.618	165767	0.87
120.624	164287	0.86
120.629	162733	0.86
120.635	164735	0.87
120.640	161526	0.85
120.646	162488	0.86
120.651	162970	0.86
120.657	164613	0.87
120.662	163290	0.86
120.668	169496	0.89
120.673	170378	0.90
120.679	175928	0.93
120.684	175712	0.92
120.690	179500	0.94
120.695	183875	0.97
120.701	190358	1.00
120.706	192578	1.01
120.712	201046	1.06
120.717	202925	1.07
120.723	206990	1.09
120.728	218479	1.15
120.734	220216	1.16
120.739	232726	1.22
120.745	239867	1.26
120.750	249664	1.31
120.756	259805	1.37
120.761	270567	1.42
120.767	282984	1.49
120.772	295870	1.56
120.778	304322	1.60
120.783	321528	1.69
120.789	334946	1.76
120.794	355178	1.87
120.800	373149	1.96
120.805	386498	2.03
120.811	401911	2.12
120.816	408818	2.15
120.822	428268	2.25
120.827	446446	2.35
120.833	475111	2.50
120.838	501785	2.64
120.844	525393	2.77
120.849	544129	2.86
120.855	561999	2.96
120.860	589978	3.11
120.866	611764	3.22
120.871	642401	3.38
120.877	656822	3.46
120.882	673359	3.54
120.888	699238	3.68
120.893	706128	3.72
120.899	731518	3.85
120.904	751768	3.96
120.910	754221	3.97
120.915	766028	4.03
120.921	772593	4.07
120.926	791044	4.16
120.932	798725	4.20
120.937	797981	4.20
120.943	815708	4.29
120.948	821530	4.32
120.954	835520	4.40
120.959	824384	4.34
120.965	813646	4.28
120.970	803401	4.23
120.976	789010	4.15
120.981	779619	4.10
120.987	766993	4.04
120.992	759796	4.00
120.998	757749	3.99
121.003	749532	3.95
121.009	727178	3.83
121.014	711281	3.74
121.020	687687	3.62
121.025	665543	3.50
121.031	631639	3.32
121.036	625284	3.29
121.042	599854	3.16
121.047	566675	2.98
121.053	553815	2.91
121.058	524292	2.76
121.064	504416	2.65
121.069	481237	2.53
121.075	461256	2.43
121.080	432441	2.28
121.086	406692	2.14
121.091	386270	2.03
121.097	366306	1.93
121.102	350477	1.84
121.108	331302	1.74
121.113	314412	1.65
121.119	303929	1.60
121.124	289291	1.52
121.130	277652	1.46
121.135	270128	1.42
121.141	259009	1.36
121.146	246050	1.30
121.152	235114	1.24
121.157	226668	1.19
121.163	219385	1.15
121.168	212770	1.12
121.174	206896	1.09
121.179	203220	1.07
121.185	199892	1.05
121.190	195105	1.03
121.196	193880	1.02
121.201	192560	1.01
121.207	188689	0.99
121.212	188344	0.99
121.218	182056	0.96
121.223	183132	0.96
121.229	184336	0.97
121.234	185044	0.97
121.240	187916	0.99
121.245	183023	0.96
121.251	181807	0.96
121.256	181104	0.95
121.262	178423	0.94
121.267	183700	0.97
121.273	183100	0.96
121.278	184830	0.97
121.284	189800	1.00
121.289	184871	0.97
121.295	184923	0.97
121.300	183250	0.96
121.306	190078	1.00
121.311	184997	0.97
121.317	183610	0.97
121.322	183274	0.96
121.328	184512	0.97
121.333	180859	0.95
121.339	182479	0.96
121.344	184924	0.97
121.350	187546	0.99
121.355	182275	0.96
121.361	182759	0.96
121.366	182611	0.96
121.372	184231	0.97
121.377	179314	0.94
121.383	175505	0.92
121.388	179000	0.94
121.394	176809	0.93
121.399	178764	0.94
121.405	181454	0.96
121.410	177535	0.93
121.416	180074	0.95
121.421	178798	0.94
121.427	179494	0.94
121.432	172798	0.91
121.438	170201	0.90
121.443	173727	0.91
121.449	171011	0.90
121.454	169816	0.89
121.460	171307	0.90
121.465	168639	0.89
121.471	171157	0.90
121.476	173379	0.91
121.482	171068	0.90
121.487	171469	0.90
121.493	169474	0.89
121.498	168854	0.89
121.504	168031	0.88
121.509	168910	0.89
121.515	166961	0.88
121.520	165207	0.87
121.526	167690	0.88
121.531	166750	0.88
121.537	172274	0.91
121.542	169850	0.89
121.548	169469	0.89
121.553	172586	0.91
121.559	177508	0.93
121.564	176515	0.93
121.570	183091	0.96
121.575	181036	0.95
121.581	179786	0.95
121.586	181509	0.96
121.592	183175	0.96
121.597	185869	0.98
121.603	186076	0.98
121.608	184020	0.97
121.614	189174	1.00
121.619	190651	1.00
121.625	196221	1.03
121.630	193279	1.02
121.636	197831	1.04
121.641	200616	1.06
121.647	202915	1.07
121.652	207272	1.09
121.658	210125	1.11
121.663	219185	1.15
121.669	219397	1.15
121.674	230342	1.21
121.680	238451	1.26
121.685	237316	1.25
121.691	241282	1.27
121.696	248760	1.31
121.702	252914	1.33
121.707	259795	1.37
121.713	263814	1.39
121.718	267283	1.41
121.724	271737	1.43
121.729	284679	1.50
121.735	290337	1.53
121.740	295558	1.56
121.746	300941	1.58
121.751	310424	1.63
121.757	319586	1.68
121.762	325374	1.71
121.768	336764	1.77
121.773	331092	1.74
121.779	341130	1.80
121.784	349297	1.84
121.790	356786	1.88
121.795	355915	1.87
121.801	362568	1.91
121.806	368955	1.94
121.812	375237	1.97
121.817	382915	2.02
121.823	389012	2.05
121.828	398206	2.10
121.834	398696	2.10
121.839	398793	2.10
121.845	398505	2.10
121.850	402296	2.12
121.856	405899	2.14
121.861	408408	2.15
121.867	407875	2.15
121.872	409015	2.15
121.878	403562	2.12
121.883	396062	2.08
121.889	398161	2.10
121.894	394962	2.08
121.900	392926	2.07
121.905	396075	2.08
121.911	393723	2.07
121.916	388043	2.04
121.922	385131	2.03
121.927	376792	1.98
121.933	366843	1.93
121.938	366390	1.93
121.944	356734	1.88
121.949	354883	1.87
121.955	352804	1.86
121.960	344293	1.81
121.966	335205	1.76
121.971	325225	1.71
121.977	321248	1.69
121.982	309676	1.63
121.988	305847	1.61
121.993	302252	1.59
121.999	289541	1.52
122.004	280524	1.48
122.010	279374	1.47
122.015	270215	1.42
122.021	262585	1.38
122.026	256279	1.35
122.032	248310	1.31
122.037	249819	1.31
122.043	235300	1.24
122.048	227634	1.20
122.054	220884	1.16
122.059	219862	1.16
122.065	212936	1.12
122.070	208723	1.10
122.076	206177	1.09
122.081	199641	1.05
122.087	195733	1.03
122.092	192748	1.01
122.098	191595	1.01
122.103	185681	0.98
122.109	181605	0.96
122.114	176452	0.93
122.120	170843	0.90
122.125	166347	0.88
122.131	164277	0.86
122.136	161861	0.85
122.142	152788	0.80
122.147	150028	0.79
122.153	151022	0.79
122.158	147512	0.78
122.164	145223	0.76
122.169	140461	0.74
122.175	138507	0.73
122.180	138415	0.73
122.186	132436	0.70
122.191	130269	0.69
122.197	127696	0.67
122.202	126719	0.67
122.208	125024	0.66
122.213	120621	0.63
122.219	119970	0.63
122.224	115791	0.61
122.230	113366	0.60
122.235	116051	0.61
122.241	110071	0.58
122.246	108592	0.57
122.252	105797	0.56
122.257	99619	0.52
122.263	101214	0.53
122.268	100578	0.53
122.274	103657	0.55
122.279	95590	0.50
122.285	93546	0.49
122.290	92181	0.49
122.296	91082	0.48
122.301	90193	0.47
122.307	88403	0.47
122.312	89795	0.47
122.318	88250	0.46
122.323	87443	0.46
122.329	83917	0.44
122.334	87803	0.46
122.340	85041	0.45
122.345	85095	0.45
122.351	85492	0.45
122.356	86853	0.46
122.362	86246	0.45
122.367	84962	0.45
122.373	84561	0.45
122.378	84480	0.44
122.384	87027	0.46
122.389	88327	0.46
122.395	90894	0.48
122.400	87444	0.46
122.406	89080	0.47
122.411	90048	0.47
122.417	90971	0.48
122.422	93272	0.49
122.428	90995	0.48
122.433	95472	0.50
122.439	96092	0.51
122.444	96871	0.51
122.450	98832	0.52
122.455	100490	0.53
122.461	101506	0.53
122.466	100637	0.53
122.472	100956	0.53
122.477	101945	0.54
122.483	101408	0.53
122.488	106188	0.56
122.494	105711	0.56
122.499	105568	0.56
122.505	103547	0.54
122.510	110097	0.58
122.516	105937	0.56
122.521	111118	0.58
122.527	103164	0.54
122.532	108743	0.57
122.538	109656	0.58
122.543	108176	0.57
122.549	106322	0.56
122.554	103939	0.55
122.560	108909	0.57
122.565	105929	0.56
122.571	106608	0.56
122.576	103931	0.55
122.582	105997	0.56
122.587	106692	0.56
122.593	103831	0.55
122.598	107550	0.57
122.604	103781	0.55
122.609	104441	0.55
122.615	104721	0.55
122.620	103239	0.54
122.626	102469	0.54
122.631	101776	0.54
122.637	99991	0.53
122.642	99804	0.53
122.648	102794	0.54
122.653	99400	0.52
122.659	99658	0.52
122.664	96374	0.51
122.670	96719	0.51
122.675	99401	0.52
122.681	97322	0.51
122.686	100716	0.53
122.692	103366	0.54
122.697	100108	0.53
122.703	98837	0.52
122.708	96653	0.51
122.714	97601	0.51
122.719	99507	0.52
122.725	99220	0.52
122.730	100724	0.53
122.736	99680	0.52
122.741	99493	0.52
122.747	100387	0.53
122.752	106377	0.56
122.758	102172	0.54
122.763	102023	0.54
122.769	104455	0.55
122.774	105607	0.56
122.780	103668	0.55
122.785	106864	0.56
122.791	103006	0.54
122.796	102122	0.54
122.802	104554	0.55
122.807	105635	0.56
122.813	105521	0.56
122.818	104337	0.55
122.824	106193	0.56
122.829	105991	0.56
122.835	108074	0.57
122.840	108063	0.57
122.846	109324	0.58
122.851	112603	0.59
122.857	112388	0.59
122.862	114055	0.60
122.868	114199	0.60
122.873	116047	0.61
122.879	115786	0.61
122.884	118470	0.62
122.890	116392	0.61
122.895	115053	0.61
122.901	120812	0.64
122.906	120970	0.64
122.912	125443	0.66
122.917	127456	0.67
122.923	133095	0.70
122.928	135298	0.71
122.934	135927	0.72
122.939	136013	0.72
122.945	141584	0.75
122.950	145276	0.76
122.956	147964	0.78
122.961	153341	0.81
122.967	156555	0.82
122.972	160301	0.84
122.978	163374	0.86
122.983	171349	0.90
122.989	178341	0.94
122.994	184327	0.97
123.000	189479	1.00
123.005	202733	1.07
123.011	205160	1.08
123.016	211198	1.11
123.022	221850	1.17
123.027	230084	1.21
123.033	238915	1.26
123.038	247154	1.30
123.044	264706	1.39
123.049	280207	1.47
123.055	288956	1.52
123.060	303554	1.60
123.066	316148	1.66
123.071	327750	1.73
123.077	332648	1.75
123.082	345238	1.82
123.088	366798	1.93
123.093	387781	2.04
123.099	398515	2.10
123.104	419248	2.21
123.110	442848	2.33
123.115	463260	2.44
123.121	481713	2.54
123.126	493050	2.60
123.132	515399	2.71
123.137	531009	2.79
123.143	556023	2.93
123.148	572558	3.01
123.154	600601	3.16
123.159	607040	3.20
123.165	634435	3.34
123.170	645898	3.40
123.176	659729	3.47
123.181	679011	3.57
123.187	680799	3.58
123.192	691191	3.64
123.198	707985	3.73
123.203	710578	3.74
123.209	719437	3.79
123.214	730373	3.84
123.220	737659	3.88
123.225	737940	3.88
123.231	752943	3.96
123.236	737885	3.88
123.242	733982	3.86
123.247	733263	3.86
123.253	722662	3.80
123.258	721216	3.80
123.264	722933	3.81
123.269	702810	3.70
123.275	712073	3.75
123.280	705998	3.72
123.286	687517	3.62
123.291	688333	3.62
123.297	669072	3.52
123.302	657033	3.46
123.308	641370	3.38
123.313	628301	3.31
123.319	611689	3.22
123.324	593658	3.12
123.330	584938	3.08
123.335	562424	2.96
123.341	557531	2.93
123.346	540348	2.84
123.352	533751	2.81
123.357	514634	2.71
123.363	497470	2.62
123.368	485600	2.56
123.374	465939	2.45
123.379	467298	2.46
123.385	455226	2.40
123.390	445797	2.35
123.396	439968	2.32
