#Time,"P(t), Reactive, bar","P'(t), Reactive, bar/ms","P(t), Non-Reactive, bar"
-13.5300000,5.7106000,0.5104900,5.7180000
-13.5200000,5.7154000,0.6540600,5.7276000
-13.5100000,5.7169000,0.4785800,5.7324000
-13.5000000,5.7249000,0.5264400,5.7419000
-13.4900000,5.7361000,0.7338300,5.7515000
-13.4800000,5.7361000,0.6062000,5.7547000
-13.4700000,5.7441000,0.3509600,5.7627000
-13.4600000,5.7504000,0.6062000,5.7691000
-13.4500000,5.7520000,0.4307300,5.7754000
-13.4400000,5.7568000,0.3350100,5.7802000
-13.4300000,5.7632000,0.4945400,5.7866000
-13.4200000,5.7648000,0.4945300,5.7914000
-13.4100000,5.7696000,0.2871500,5.7962000
-13.4000000,5.7760000,0.4785800,5.8010000
-13.3900000,5.7792000,0.5264400,5.8089000
-13.3800000,5.7808000,0.3669100,5.8121000
-13.3700000,5.7887000,0.3988200,5.8153000
-13.3600000,5.7935000,0.4785800,5.8233000
-13.3500000,5.7951000,0.3509600,5.8313000
-13.3400000,5.7999000,0.4466800,5.8361000
-13.3300000,5.8031000,0.4307200,5.8376000
-13.3200000,5.8079000,0.4466800,5.8424000
-13.3100000,5.8159000,0.5583400,5.8504000
-13.3000000,5.8174000,0.5104900,5.8520000
-13.2900000,5.8238000,0.4307200,5.8568000
-13.2800000,5.8302000,0.6859700,5.8632000
-13.2700000,5.8334000,0.5902500,5.8664000
-13.2600000,5.8414000,0.6700100,5.8791000
-13.2500000,5.8509000,0.9093000,5.8855000
-13.2400000,5.8557000,0.7976400,5.8903000
-13.2300000,5.8669000,0.7178700,5.8967000
-13.2200000,5.8765000,0.7178700,5.8967000
-13.2100000,5.8797000,0.5902500,5.9031000
-13.2000000,5.8860000,0.5104900,5.9094000
-13.1900000,5.8892000,0.6062000,5.9158000
-13.1800000,5.8956000,0.6221600,5.9190000
-13.1700000,5.9036000,0.5743000,5.9318000
-13.1600000,5.9100000,0.5743000,5.9366000
-13.1500000,5.9164000,0.5902500,5.9366000
-13.1400000,5.9179000,0.5583500,5.9397000
-13.1300000,5.9243000,0.4945300,5.9445000
-13.1200000,5.9323000,0.5104900,5.9477000
-13.1100000,5.9371000,0.6540600,5.9557000
-13.1000000,5.9419000,0.5423900,5.9605000
-13.0900000,5.9451000,0.4466800,5.9637000
-13.0800000,5.9546000,0.4307200,5.9701000
-13.0700000,5.9578000,0.5423900,5.9732000
-13.0600000,5.9594000,0.3669100,5.9748000
-13.0500000,5.9642000,0.2711900,5.9796000
-13.0400000,5.9690000,0.3988200,5.9844000
-13.0300000,5.9722000,0.4147700,5.9924000
-13.0200000,5.9738000,0.4307200,6.0036000
-13.0100000,5.9802000,0.6381100,6.0067000
-13.0000000,5.9865000,0.7497800,6.0131000
-12.9900000,5.9945000,0.7178700,6.0163000
-12.9800000,6.0057000,0.6540600,6.0243000
-12.9700000,6.0105000,0.7497800,6.0259000
-12.9600000,6.0153000,0.6062000,6.0307000
-12.9500000,6.0200000,0.5743000,6.0402000
-12.9400000,6.0296000,0.6221600,6.0482000
-12.9300000,6.0360000,0.8135900,6.0562000
-12.9200000,6.0408000,0.6859700,6.0626000
-12.9100000,6.0488000,0.5743000,6.0674000
-12.9000000,6.0583000,0.7657300,6.0722000
-12.8900000,6.0631000,0.8135900,6.0801000
-12.8800000,6.0679000,0.6221600,6.0897000
-12.8700000,6.0791000,0.7976300,6.0993000
-12.8600000,6.0870000,0.7019200,6.1041000
-12.8500000,6.0918000,0.7019200,6.1152000
-12.8400000,6.1014000,0.7019200,6.1264000
-12.8300000,6.1030000,0.7497800,6.1280000
-12.8200000,6.1142000,0.5902500,6.1328000
-12.8100000,6.1221000,0.7019200,6.1407000
-12.8000000,6.1269000,0.5264400,6.1423000
-12.7900000,6.1317000,0.4147700,6.1471000
-12.7800000,6.1349000,0.5583400,6.1583000
-12.7700000,6.1397000,0.6859700,6.1663000
-12.7600000,6.1461000,0.7657300,6.1758000
-12.7500000,6.1572000,0.6859600,6.1822000
-12.7400000,6.1668000,0.6540600,6.1918000
-12.7300000,6.1716000,0.6221500,6.2014000
-12.7200000,6.1732000,0.5423900,6.2046000
-12.7100000,6.1780000,0.6381100,6.2093000
-12.7000000,6.1876000,0.6540600,6.2157000
-12.6900000,6.1955000,0.6381100,6.2237000
-12.6800000,6.2035000,0.5743000,6.2317000
-12.6700000,6.2051000,0.4626300,6.2428000
-12.6600000,6.2083000,0.4785800,6.2524000
-12.6500000,6.2147000,0.5264400,6.2540000
-12.6400000,6.2195000,0.6381100,6.2588000
-12.6300000,6.2290000,0.7019200,6.2636000
-12.6200000,6.2338000,0.8135900,6.2700000
-12.6100000,6.2418000,0.7019200,6.2779000
-12.6000000,6.2514000,0.8774000,6.2891000
-12.5900000,6.2593000,0.9731200,6.3003000
-12.5800000,6.2673000,0.8614500,6.3051000
-12.5700000,6.2785000,0.7497800,6.3083000
-12.5600000,6.2881000,0.7657300,6.3098000
-12.5500000,6.2928000,0.8933500,6.3178000
-12.5400000,6.2976000,0.8135900,6.3210000
-12.5300000,6.3072000,0.7497800,6.3258000
-12.5200000,6.3216000,0.8135900,6.3354000
-12.5100000,6.3279000,0.7976400,6.3418000
-12.5000000,6.3311000,0.7019200,6.3529000
-12.4900000,6.3375000,0.6540600,6.3593000
-12.4800000,6.3455000,0.7657300,6.3625000
-12.4700000,6.3566000,0.8774000,6.3625000
-12.4600000,6.3630000,0.8774000,6.3689000
-12.4500000,6.3710000,0.7816800,6.3753000
-12.4400000,6.3806000,0.6859700,6.3816000
-12.4300000,6.3870000,0.5104900,6.3928000
-12.4200000,6.3933000,0.6381100,6.4008000
-12.4100000,6.3949000,0.5743000,6.4119000
-12.4000000,6.3981000,0.4147700,6.4183000
-12.3900000,6.4109000,0.5902500,6.4215000
-12.3800000,6.4141000,0.7338200,6.4263000
-12.3700000,6.4173000,0.4466800,6.4375000
-12.3600000,6.4252000,0.4307200,6.4486000
-12.3500000,6.4300000,0.5104900,6.4566000
-12.3400000,6.4332000,0.3828600,6.4630000
-12.3300000,6.4364000,0.4466800,6.4694000
-12.3200000,6.4412000,0.5264400,6.4805000
-12.3100000,6.4460000,0.6062000,6.4933000
-12.3000000,6.4540000,0.4307200,6.4933000
-12.2900000,6.4603000,0.6221600,6.4981000
-12.2800000,6.4651000,0.7657300,6.5061000
-12.2700000,6.4667000,0.7657300,6.5156000
-12.2600000,6.4795000,0.7338200,6.5220000
-12.2500000,6.4922000,0.7976300,6.5268000
-12.2400000,6.4986000,0.9571600,6.5316000
-12.2300000,6.5034000,0.7976400,6.5380000
-12.2200000,6.5082000,0.6381100,6.5444000
-12.2100000,6.5242000,0.8135900,6.5475000
-12.2000000,6.5305000,0.9731200,6.5555000
-12.1900000,6.5337000,0.6062000,6.5635000
-12.1800000,6.5449000,0.6062000,6.5715000
-12.1700000,6.5513000,0.8614400,6.5779000
-12.1600000,6.5561000,1.0050000,6.5842000
-12.1500000,6.5656000,0.8454900,6.5906000
-12.1400000,6.5784000,0.9252600,6.5970000
-12.1300000,6.5927000,0.8933500,6.6018000
-12.1200000,6.5943000,0.7976300,6.6066000
-12.1100000,6.6007000,0.3828600,6.6129000
-12.1000000,6.6071000,0.7976300,6.6257000
-12.0900000,6.6135000,0.7497800,6.6305000
-12.0800000,6.6183000,0.6221500,6.6353000
-12.0700000,6.6326000,0.5423900,6.6417000
-12.0600000,6.6358000,0.7338200,6.6496000
-12.0500000,6.6374000,0.4785800,6.6624000
-12.0400000,6.6422000,0.2552400,6.6736000
-12.0300000,6.6502000,0.6062000,6.6815000
-12.0200000,6.6550000,0.7816800,6.6863000
-12.0100000,6.6550000,0.5423900,6.6959000
-12.0000000,6.6693000,0.4466800,6.7071000
-11.9900000,6.6773000,0.7976300,6.7166000
-11.9800000,6.6773000,0.6062000,6.7230000
-11.9700000,6.6821000,0.5743000,6.7278000
-11.9600000,6.6917000,0.6221500,6.7342000
-11.9500000,6.6996000,0.7019200,6.7422000
-11.9400000,6.7076000,0.8454900,6.7517000
-11.9300000,6.7108000,0.9731200,6.7629000
-11.9200000,6.7204000,0.9571600,6.7677000
-11.9100000,6.7363000,1.1645000,6.7757000
-11.9000000,6.7491000,1.1965000,6.7868000
-11.8900000,6.7587000,1.0210000,6.7948000
-11.8800000,6.7682000,0.7976400,6.8012000
-11.8700000,6.7762000,0.8933500,6.8076000
-11.8600000,6.7842000,0.8774000,6.8108000
-11.8500000,6.7906000,0.8933500,6.8171000
-11.8400000,6.8033000,0.9890700,6.8235000
-11.8300000,6.8129000,1.0688000,6.8267000
-11.8200000,6.8225000,0.7657300,6.8379000
-11.8100000,6.8336000,0.9412100,6.8443000
-11.8000000,6.8400000,1.0848000,6.8490000
-11.7900000,6.8448000,0.8295400,6.8586000
-11.7800000,6.8608000,0.7338300,6.8698000
-11.7700000,6.8719000,0.7976400,6.8778000
-11.7600000,6.8735000,0.5743000,6.8889000
-11.7500000,6.8767000,0.6700100,6.8969000
-11.7400000,6.8815000,0.6700100,6.9049000
-11.7300000,6.8911000,0.6540600,6.9129000
-11.7200000,6.9054000,0.7338200,6.9272000
-11.7100000,6.9070000,0.7178700,6.9320000
-11.7000000,6.9102000,0.3988100,6.9352000
-11.6900000,6.9166000,0.5902500,6.9416000
-11.6800000,6.9230000,0.7816800,6.9511000
-11.6700000,6.9294000,0.6221500,6.9575000
-11.6600000,6.9389000,0.6062000,6.9751000
-11.6500000,6.9469000,0.8135900,6.9846000
-11.6400000,6.9485000,0.8295400,6.9910000
-11.6300000,6.9565000,0.5743000,6.9990000
-11.6200000,6.9692000,0.7816800,7.0054000
-11.6100000,6.9772000,0.7657300,7.0150000
-11.6000000,6.9788000,0.6062000,7.0229000
-11.5900000,6.9868000,0.7497800,7.0261000
-11.5800000,6.9932000,0.9731100,7.0357000
-11.5700000,7.0027000,0.7178700,7.0453000
-11.5600000,7.0171000,0.8454900,7.0532000
-11.5500000,7.0235000,0.6221600,7.0644000
-11.5400000,7.0235000,0.5423900,7.0740000
-11.5300000,7.0314000,0.5583500,7.0804000
-11.5200000,7.0330000,0.7976400,7.0820000
-11.5100000,7.0458000,0.7816800,7.0915000
-11.5000000,7.0554000,0.8614500,7.1011000
-11.4900000,7.0634000,0.7657300,7.1123000
-11.4800000,7.0713000,0.7019200,7.1218000
-11.4700000,7.0745000,0.8933500,7.1330000
-11.4600000,7.0841000,0.8933500,7.1394000
-11.4500000,7.0937000,0.9252600,7.1474000
-11.4400000,7.1080000,0.8135900,7.1585000
-11.4300000,7.1160000,0.8614500,7.1713000
-11.4200000,7.1192000,0.8454900,7.1809000
-11.4100000,7.1256000,0.8614500,7.1856000
-11.4000000,7.1367000,0.9252600,7.1920000
-11.3900000,7.1511000,0.9731200,7.2016000
-11.3800000,7.1607000,1.1007000,7.2080000
-11.3700000,7.1670000,1.1645000,7.2192000
-11.3600000,7.1766000,1.0848000,7.2255000
-11.3500000,7.1926000,1.2284000,7.2287000
-11.3400000,7.2085000,1.1326000,7.2367000
-11.3300000,7.2165000,1.0688000,7.2463000
-11.3200000,7.2261000,0.8454900,7.2558000
-11.3100000,7.2309000,0.7816800,7.2654000
-11.3000000,7.2420000,0.8295400,7.2734000
-11.2900000,7.2500000,0.8614500,7.2846000
-11.2800000,7.2564000,0.7657300,7.2925000
-11.2700000,7.2675000,0.7497800,7.2973000
-11.2600000,7.2723000,0.7816800,7.3037000
-11.2500000,7.2803000,0.7497800,7.3101000
-11.2400000,7.2883000,0.9252600,7.3181000
-11.2300000,7.2963000,1.1167000,7.3276000
-11.2200000,7.3090000,1.1167000,7.3372000
-11.2100000,7.3218000,1.1326000,7.3452000
-11.2000000,7.3361000,1.1326000,7.3532000
-11.1900000,7.3441000,1.0529000,7.3595000
-11.1800000,7.3521000,0.8614500,7.3675000
-11.1700000,7.3633000,0.8614500,7.3771000
-11.1600000,7.3712000,0.8614400,7.3867000
-11.1500000,7.3792000,0.8135900,7.3946000
-11.1400000,7.3872000,0.9731200,7.4042000
-11.1300000,7.3952000,0.8774000,7.4122000
-11.1200000,7.4063000,0.9412100,7.4233000
-11.1100000,7.4191000,1.1965000,7.4265000
-11.1000000,7.4255000,1.1645000,7.4345000
-11.0900000,7.4382000,1.0848000,7.4409000
-11.0800000,7.4542000,1.1965000,7.4473000
-11.0700000,7.4638000,1.1486000,7.4648000
-11.0600000,7.4749000,1.1805000,7.4696000
-11.0500000,7.4845000,1.1326000,7.4760000
-11.0400000,7.4957000,1.0529000,7.4856000
-11.0300000,7.5116000,0.9093100,7.4903000
-11.0200000,7.5180000,0.8774000,7.4983000
-11.0100000,7.5244000,0.5104900,7.5143000
-11.0000000,7.5276000,0.5743000,7.5254000
-10.9900000,7.5340000,0.6221600,7.5350000
-10.9800000,7.5387000,0.7338200,7.5446000
-10.9700000,7.5483000,0.7338300,7.5526000
-10.9600000,7.5579000,1.0210000,7.5637000
-10.9500000,7.5659000,1.0688000,7.5765000
-10.9400000,7.5754000,0.9093000,7.5877000
-10.9300000,7.5898000,0.9571600,7.5972000
-10.9200000,7.5994000,1.0369000,7.6068000
-10.9100000,7.6041000,0.7816800,7.6212000
-10.9000000,7.6137000,0.7657300,7.6323000
-10.8900000,7.6233000,0.9731200,7.6435000
-10.8800000,7.6297000,0.9412100,7.6594000
-10.8700000,7.6408000,0.8774000,7.6658000
-10.8600000,7.6520000,0.9412100,7.6786000
-10.8500000,7.6600000,0.9412100,7.6929000
-10.8400000,7.6680000,0.7338200,7.7009000
-10.8300000,7.6759000,0.8933500,7.7137000
-10.8200000,7.6855000,0.9412100,7.7217000
-10.8100000,7.6919000,1.0848000,7.7249000
-10.8000000,7.7062000,1.0848000,7.7344000
-10.7900000,7.7174000,1.1486000,7.7456000
-10.7800000,7.7302000,0.9731200,7.7584000
-10.7700000,7.7397000,0.9890700,7.7663000
-10.7600000,7.7461000,0.7816800,7.7743000
-10.7500000,7.7541000,0.7657300,7.7791000
-10.7400000,7.7637000,0.9412100,7.7871000
-10.7300000,7.7701000,1.0529000,7.7966000
-10.7200000,7.7812000,0.8135900,7.8062000
-10.7100000,7.7940000,1.0050000,7.8158000
-10.7000000,7.8036000,0.9093000,7.8238000
-10.6900000,7.8067000,0.7338200,7.8317000
-10.6800000,7.8179000,0.8135900,7.8381000
-10.6700000,7.8243000,0.8933500,7.8493000
-10.6600000,7.8323000,0.7338200,7.8636000
-10.6500000,7.8450000,0.8933500,7.8732000
-10.6400000,7.8498000,1.0529000,7.8812000
-10.6300000,7.8578000,0.7976300,7.8924000
-10.6200000,7.8706000,0.9252600,7.9083000
-10.6100000,7.8817000,1.0848000,7.9211000
-10.6000000,7.8881000,1.1645000,7.9290000
-10.5900000,7.8993000,1.1645000,7.9402000
-10.5800000,7.9136000,1.3241000,7.9466000
-10.5700000,7.9296000,1.3081000,7.9610000
-10.5600000,7.9423000,1.2284000,7.9673000
-10.5500000,7.9535000,1.1805000,7.9817000
-10.5400000,7.9631000,1.2284000,7.9929000
-10.5300000,7.9743000,1.0210000,8.0040000
-10.5200000,7.9886000,1.2124000,8.0136000
-10.5100000,8.0014000,1.2124000,8.0232000
-10.5000000,8.0078000,1.1965000,8.0343000
-10.4900000,8.0237000,1.1965000,8.0471000
-10.4800000,8.0349000,1.4198000,8.0551000
-10.4700000,8.0492000,1.1805000,8.0646000
-10.4600000,8.0636000,1.1805000,8.0710000
-10.4500000,8.0748000,1.1805000,8.0806000
-10.4400000,8.0827000,1.1805000,8.0918000
-10.4300000,8.0939000,1.1645000,8.1013000
-10.4200000,8.1083000,1.2762000,8.1093000
-10.4100000,8.1226000,1.1805000,8.1205000
-10.4000000,8.1338000,0.9093000,8.1332000
-10.3900000,8.1434000,0.8454900,8.1444000
-10.3800000,8.1481000,0.8774000,8.1572000
-10.3700000,8.1529000,0.8933500,8.1620000
-10.3600000,8.1657000,0.9731100,8.1763000
-10.3500000,8.1784000,1.0529000,8.1875000
-10.3400000,8.1896000,0.9252600,8.1939000
-10.3300000,8.1976000,1.0050000,8.2050000
-10.3200000,8.2040000,1.0050000,8.2162000
-10.3100000,8.2135000,1.0848000,8.2242000
-10.3000000,8.2295000,1.3241000,8.2385000
-10.2900000,8.2423000,1.2762000,8.2449000
-10.2800000,8.2550000,0.9252600,8.2561000
-10.2700000,8.2678000,1.1007000,8.2688000
-10.2600000,8.2726000,1.2284000,8.2768000
-10.2500000,8.2789000,0.9412100,8.2912000
-10.2400000,8.2981000,1.0210000,8.3039000
-10.2300000,8.3124000,1.2922000,8.3151000
-10.2200000,8.3172000,1.0210000,8.3247000
-10.2100000,8.3268000,1.0529000,8.3342000
-10.2000000,8.3396000,1.2284000,8.3454000
-10.1900000,8.3507000,1.3081000,8.3566000
-10.1800000,8.3683000,1.1965000,8.3677000
-10.1700000,8.3795000,1.2603000,8.3821000
-10.1600000,8.3906000,1.2284000,8.3933000
-10.1500000,8.4002000,1.1805000,8.4060000
-10.1400000,8.4130000,1.1965000,8.4220000
-10.1300000,8.4289000,1.1965000,8.4347000
-10.1200000,8.4385000,1.1007000,8.4475000
-10.1100000,8.4496000,0.9731200,8.4587000
-10.1000000,8.4576000,0.9093000,8.4667000
-10.0900000,8.4656000,0.8933500,8.4794000
-10.0800000,8.4768000,1.0848000,8.4954000
-10.0700000,8.4847000,1.0848000,8.5049000
-10.0600000,8.4975000,1.0369000,8.5209000
-10.0500000,8.5119000,1.2124000,8.5337000
-10.0400000,8.5198000,1.1486000,8.5480000
-10.0300000,8.5310000,1.0210000,8.5608000
-10.0200000,8.5438000,1.1486000,8.5767000
-10.0100000,8.5533000,1.0688000,8.5911000
-10.0000000,8.5645000,1.0050000,8.6023000
-9.9900000,8.5757000,1.0369000,8.6166000
-9.9800000,8.5836000,1.1007000,8.6278000
-9.9700000,8.5948000,1.0369000,8.6373000
-9.9600000,8.6060000,1.0688000,8.6501000
-9.9500000,8.6187000,1.1167000,8.6597000
-9.9400000,8.6283000,1.1167000,8.6708000
-9.9300000,8.6379000,1.0848000,8.6804000
-9.9200000,8.6506000,1.1486000,8.6916000
-9.9100000,8.6618000,1.2603000,8.7075000
-9.9000000,8.6746000,1.1965000,8.7219000
-9.8900000,8.6873000,1.2603000,8.7363000
-9.8800000,8.7001000,1.2124000,8.7458000
-9.8700000,8.7113000,1.2443000,8.7570000
-9.8600000,8.7240000,1.0848000,8.7666000
-9.8500000,8.7352000,1.2762000,8.7761000
-9.8400000,8.7480000,1.3081000,8.7873000
-9.8300000,8.7575000,1.1965000,8.8001000
-9.8200000,8.7751000,1.1805000,8.8080000
-9.8100000,8.7878000,1.4198000,8.8192000
-9.8000000,8.7958000,1.2922000,8.8336000
-9.7900000,8.8102000,1.1805000,8.8463000
-9.7800000,8.8261000,1.3560000,8.8559000
-9.7700000,8.8389000,1.4198000,8.8719000
-9.7600000,8.8501000,1.3560000,8.8862000
-9.7500000,8.8644000,1.4357000,8.9006000
-9.7400000,8.8804000,1.3560000,8.9101000
-9.7300000,8.8947000,1.3241000,8.9245000
-9.7200000,8.9091000,1.3241000,8.9373000
-9.7100000,8.9171000,1.1486000,8.9516000
-9.7000000,8.9298000,1.1645000,8.9596000
-9.6900000,8.9442000,1.3560000,8.9724000
-9.6800000,8.9537000,1.4996000,8.9883000
-9.6700000,8.9713000,1.4677000,9.0011000
-9.6600000,8.9872000,1.6272000,9.0138000
-9.6500000,9.0048000,1.3879000,9.0250000
-9.6400000,9.0192000,1.5315000,9.0362000
-9.6300000,9.0319000,1.5634000,9.0505000
-9.6200000,9.0431000,1.4836000,9.0649000
-9.6100000,9.0638000,1.3560000,9.0729000
-9.6000000,9.0814000,1.6431000,9.0824000
-9.5900000,9.0925000,1.5793000,9.0952000
-9.5800000,9.1037000,1.3081000,9.1095000
-9.5700000,9.1228000,1.4357000,9.1207000
-9.5600000,9.1388000,1.3879000,9.1287000
-9.5500000,9.1484000,1.1965000,9.1383000
-9.5400000,9.1627000,1.2603000,9.1526000
-9.5300000,9.1707000,1.4996000,9.1670000
-9.5200000,9.1851000,1.4676000,9.1829000
-9.5100000,9.2058000,1.6112000,9.1925000
-9.5000000,9.2233000,1.5634000,9.2069000
-9.4900000,9.2377000,1.3241000,9.2212000
-9.4800000,9.2489000,1.1965000,9.2340000
-9.4700000,9.2584000,1.1486000,9.2499000
-9.4600000,9.2696000,1.1486000,9.2627000
-9.4500000,9.2824000,1.1645000,9.2723000
-9.4400000,9.2951000,1.1007000,9.2834000
-9.4300000,9.3063000,1.1326000,9.2994000
-9.4200000,9.3159000,1.1486000,9.3137000
-9.4100000,9.3254000,1.3081000,9.3313000
-9.4000000,9.3398000,1.0848000,9.3456000
-9.3900000,9.3542000,1.1805000,9.3552000
-9.3800000,9.3685000,1.1805000,9.3696000
-9.3700000,9.3717000,1.1007000,9.3855000
-9.3600000,9.3845000,1.2443000,9.4015000
-9.3500000,9.3988000,1.5474000,9.4158000
-9.3400000,9.4132000,1.4996000,9.4270000
-9.3300000,9.4355000,1.4836000,9.4398000
-9.3200000,9.4483000,1.5634000,9.4525000
-9.3100000,9.4594000,1.4517000,9.4669000
-9.3000000,9.4738000,1.4676000,9.4812000
-9.2900000,9.4898000,1.5953000,9.4940000
-9.2800000,9.5089000,1.5155000,9.5036000
-9.2700000,9.5233000,1.4996000,9.5163000
-9.2600000,9.5376000,1.4357000,9.5323000
-9.2500000,9.5488000,1.3719000,9.5482000
-9.2400000,9.5631000,1.2443000,9.5626000
-9.2300000,9.5791000,1.3400000,9.5706000
-9.2200000,9.5903000,1.4038000,9.5865000
-9.2100000,9.6014000,1.1326000,9.6025000
-9.2000000,9.6158000,1.3719000,9.6200000
-9.1900000,9.6301000,1.3879000,9.6360000
-9.1800000,9.6397000,1.3560000,9.6503000
-9.1700000,9.6589000,1.3081000,9.6647000
-9.1600000,9.6700000,1.3879000,9.6807000
-9.1500000,9.6828000,1.1007000,9.6966000
-9.1400000,9.6955000,1.2922000,9.7157000
-9.1300000,9.7051000,1.1965000,9.7317000
-9.1200000,9.7163000,1.0369000,9.7461000
-9.1100000,9.7322000,1.0688000,9.7588000
-9.1000000,9.7402000,1.1486000,9.7764000
-9.0900000,9.7482000,0.9731100,9.7907000
-9.0800000,9.7594000,1.1326000,9.8051000
-9.0700000,9.7721000,1.3560000,9.8178000
-9.0600000,9.7849000,1.3560000,9.8338000
-9.0500000,9.8008000,1.4676000,9.8466000
-9.0400000,9.8168000,1.5634000,9.8625000
-9.0300000,9.8296000,1.5953000,9.8817000
-9.0200000,9.8471000,1.4836000,9.8944000
-9.0100000,9.8631000,1.5953000,9.9072000
-9.0000000,9.8790000,1.4517000,9.9183000
-8.9900000,9.8918000,1.2762000,9.9327000
-8.9800000,9.9061000,1.3879000,9.9471000
-8.9700000,9.9173000,1.3719000,9.9582000
-8.9600000,9.9285000,1.2443000,9.9694000
-8.9500000,9.9476000,1.3241000,9.9838000
-8.9400000,9.9588000,1.3879000,9.9997000
-8.9300000,9.9699000,1.2762000,10.0140000
-8.9200000,9.9843000,1.4357000,10.0270000
-8.9100000,9.9971000,1.4996000,10.0440000
-8.9000000,10.0150000,1.5953000,10.0590000
-8.8900000,10.0320000,1.5953000,10.0750000
-8.8800000,10.0470000,1.6591000,10.0940000
-8.8700000,10.0640000,1.4517000,10.1100000
-8.8600000,10.0770000,1.5155000,10.1230000
-8.8500000,10.0940000,1.4517000,10.1420000
-8.8400000,10.1060000,1.5315000,10.1580000
-8.8300000,10.1210000,1.4038000,10.1740000
-8.8200000,10.1370000,1.4676000,10.1900000
-8.8100000,10.1520000,1.5315000,10.2040000
-8.8000000,10.1660000,1.5793000,10.2180000
-8.7900000,10.1810000,1.6910000,10.2390000
-8.7800000,10.2000000,1.7229000,10.2550000
-8.7700000,10.2190000,1.9143000,10.2720000
-8.7600000,10.2380000,1.9143000,10.2900000
-8.7500000,10.2550000,1.9462000,10.3120000
-8.7400000,10.2760000,1.8505000,10.3240000
-8.7300000,10.2950000,1.8505000,10.3380000
-8.7200000,10.3150000,1.8505000,10.3550000
-8.7100000,10.3300000,1.8984000,10.3730000
-8.7000000,10.3480000,1.7229000,10.3910000
-8.6900000,10.3690000,1.8346000,10.4050000
-8.6800000,10.3880000,1.8027000,10.4190000
-8.6700000,10.4020000,1.7867000,10.4370000
-8.6600000,10.4210000,1.6431000,10.4540000
-8.6500000,10.4370000,1.8186000,10.4690000
-8.6400000,10.4560000,1.7069000,10.4850000
-8.6300000,10.4720000,1.7229000,10.4940000
-8.6200000,10.4920000,1.8346000,10.5050000
-8.6100000,10.5080000,1.8346000,10.5250000
-8.6000000,10.5250000,1.6431000,10.5420000
-8.5900000,10.5470000,1.7708000,10.5530000
-8.5800000,10.5620000,1.8824000,10.5720000
-8.5700000,10.5760000,1.6272000,10.5900000
-8.5600000,10.5970000,1.8027000,10.6060000
-8.5500000,10.6160000,1.8665000,10.6170000
-8.5400000,10.6320000,1.8186000,10.6350000
-8.5300000,10.6530000,1.8186000,10.6520000
-8.5200000,10.6690000,1.8824000,10.6750000
-8.5100000,10.6880000,1.6910000,10.6900000
-8.5000000,10.7070000,1.6750000,10.7030000
-8.4900000,10.7230000,1.7548000,10.7210000
-8.4800000,10.7370000,1.6272000,10.7380000
-8.4700000,10.7530000,1.6750000,10.7540000
-8.4600000,10.7740000,1.8346000,10.7720000
-8.4500000,10.7900000,1.8027000,10.7930000
-8.4400000,10.8090000,1.7388000,10.8130000
-8.4300000,10.8280000,1.8186000,10.8310000
-8.4200000,10.8430000,1.7069000,10.8560000
-8.4100000,10.8620000,1.6591000,10.8790000
-8.4000000,10.8790000,1.9781000,10.8980000
-8.3900000,10.8950000,1.8984000,10.9150000
-8.3800000,10.9160000,1.8186000,10.9300000
-8.3700000,10.9400000,1.9622000,10.9490000
-8.3600000,10.9560000,1.8665000,10.9680000
-8.3500000,10.9720000,1.7229000,10.9900000
-8.3400000,10.9910000,1.7229000,11.0110000
-8.3300000,11.0070000,1.7708000,11.0220000
-8.3200000,11.0260000,1.5953000,11.0350000
-8.3100000,11.0420000,1.6591000,11.0530000
-8.3000000,11.0580000,1.7388000,11.0700000
-8.2900000,11.0720000,1.7708000,11.0920000
-8.2800000,11.0910000,1.7548000,11.1120000
-8.2700000,11.1140000,1.9462000,11.1290000
-8.2600000,11.1310000,2.0100000,11.1500000
-8.2500000,11.1490000,1.8027000,11.1690000
-8.2400000,11.1700000,1.8505000,11.1820000
-8.2300000,11.1890000,1.9303000,11.2030000
-8.2200000,11.2050000,1.7069000,11.2200000
-8.2100000,11.2240000,1.6431000,11.2340000
-8.2000000,11.2410000,1.6910000,11.2490000
-8.1900000,11.2540000,1.6750000,11.2660000
-8.1800000,11.2720000,1.6910000,11.2890000
-8.1700000,11.2890000,1.7707000,11.3010000
-8.1600000,11.3080000,1.8186000,11.3210000
-8.1500000,11.3280000,1.8186000,11.3380000
-8.1400000,11.3430000,1.8186000,11.3520000
-8.1300000,11.3630000,1.8027000,11.3780000
-8.1200000,11.3800000,1.8505000,11.3940000
-8.1100000,11.3990000,1.7867000,11.4150000
-8.1000000,11.4180000,1.9462000,11.4370000
-8.0900000,11.4360000,2.0260000,11.4550000
-8.0800000,11.4550000,2.1217000,11.4720000
-8.0700000,11.4790000,2.0100000,11.4910000
-8.0600000,11.5010000,1.9143000,11.5090000
-8.0500000,11.5220000,1.9303000,11.5260000
-8.0400000,11.5350000,1.8505000,11.5500000
-8.0300000,11.5510000,1.8505000,11.5680000
-8.0200000,11.5750000,2.1217000,11.5850000
-8.0100000,11.5960000,2.2174000,11.6050000
-8.0000000,11.6190000,2.1217000,11.6320000
-7.9900000,11.6420000,2.0100000,11.6520000
-7.9800000,11.6590000,1.9303000,11.6700000
-7.9700000,11.6780000,1.8824000,11.6950000
-7.9600000,11.6940000,1.8346000,11.7160000
