Time690,690K,Time728,728K,Time759,759K,Time854,854K,Time866,866K,Time899,899K
44.807,198.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.898,198.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.905,198.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.99,198.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.006,198.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.1,198.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.105,198.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.194,198.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.21,198.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.3,198.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.313,198.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.401,198.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.435,198.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.6,198.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.612,198.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.7,198.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.715,198.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.8,198.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.809,198.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.9,198.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45.907,198.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,198.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.002,198.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.031,198.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.1,198.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.107,198.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.192,198.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.214,198.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.301,198.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.344,198.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.4,198.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.417,198.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.501,198.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.536,198.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.602,198.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.643,198.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.701,198.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.719,198.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.8,198.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.807,198.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.9,198.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.905,198.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.987,198.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.003,198.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.069,198.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.107,198.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.199,198.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.2,198.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.21,198.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.3,198.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.308,198.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.399,198.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.404,198.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.465,198.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.506,198.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.6,198.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.613,198.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.7,198.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.724,198.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.808,198.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.9,198.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.905,198.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47.961,198.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,198.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.015,198.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.1,198.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.107,198.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.199,198.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.206,198.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.299,198.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.305,198.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.391,198.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.415,198.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.501,198.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.537,198.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.611,198.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.7,198.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.72,198.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.8,198.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.817,198.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.901,198.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.933,198.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.002,198.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.057,198.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.107,198.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.2,198.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.204,198.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.253,198.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.303,198.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.36,198.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.405,198.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.585,198.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.6,198.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.614,198.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.7,198.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.71,198.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.896,198.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.903,198.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.948,198.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.003,198.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.058,198.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.104,198.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.267,198.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.301,198.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.321,198.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.4,198.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.441,198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.501,197.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.514,197.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.6,198.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.624,198.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.7,198.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.706,198.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.78,198.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.803,198.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.848,198.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.903,198.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50.967,197.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.003,197.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.088,197.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.118,197.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.2,197.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.214,197.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.3,197.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.316,197.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.4,197.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.437,197.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.502,197.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.59,197.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.611,197.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.701,197.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.735,197.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.803,197.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.871,197.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.916,197.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,197.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
