Time690,690K,Time728,728K,Time759,759K,Time854,854K,Time866,866K,Time899,899K
9.9,48.953,4.0057,63.42,2.1868,67.113,2.7394,52.136,2.2343,51.413,1.6136,51.517
9.907,48.953,4.0309,63.568,2.2002,67.697,2.8001,52.194,2.3,51.472,1.6606,51.565
9.9841,48.957,4.0999,64.002,2.2029,67.827,2.8064,52.201,2.3018,51.473,1.7,51.609
10.1,48.964,4.1021,64.016,2.2169,68.604,2.8589,52.258,2.3166,51.484,1.7021,51.612
10.109,48.963,4.1249,64.172,2.227,69.309,2.9001,52.304,2.3807,51.534,1.7179,51.634
10.185,48.957,4.1986,64.743,2.234,69.885,2.904,52.309,2.402,51.552,1.793,51.749
10.203,48.956,4.2008,64.761,2.2389,70.364,2.9294,52.344,2.4276,51.574,1.8001,51.76
10.24,48.958,4.209,64.834,2.2425,70.75,3,52.443,2.5,51.642,1.8012,51.763
10.301,48.962,4.2516,65.249,2.2522,72.064,3.0038,52.449,2.5033,51.645,1.8079,51.781
10.327,48.962,4.3,65.808,2.2587,73.275,3.0363,52.499,2.5267,51.671,1.8346,51.851
10.4,48.962,4.3009,65.82,2.2621,74.062,3.1001,52.602,2.6,51.755,1.8999,52.035
10.411,48.961,4.3086,65.923,2.2646,74.755,3.1047,52.61,2.6024,51.757,1.9037,52.046
10.498,48.958,4.3433,66.439,2.2668,75.456,3.1408,52.669,2.6235,51.78,1.9381,52.149
10.505,48.959,4.3756,67.014,2.2696,76.523,3.2002,52.772,2.6989,51.864,2,52.352
10.576,48.962,4.3956,67.433,2.2714,77.36,3.2053,52.78,2.7009,51.866,2.0011,52.355
10.601,48.963,4.4003,67.542,2.2738,78.712,3.2448,52.848,2.7095,51.873,2.0083,52.376
10.635,48.962,4.4043,67.633,2.2752,79.59,3.3,52.947,2.7469,51.904,2.0437,52.485
10.7,48.96,4.4248,68.162,2.2762,80.398,3.3017,52.951,2.8003,51.951,2.1003,52.681
10.709,48.961,4.4478,68.883,2.2776,81.618,3.3156,52.98,2.804,51.955,2.1064,52.702
10.781,48.97,4.4478,68.883,2.2789,82.921,3.379,53.121,2.8332,51.985,2.1355,52.811
10.804,48.974,4.4478,68.883,2.2797,83.82,3.4028,53.177,2.9,52.061,2.2,53.085
10.861,48.985,4.4478,68.883,2.2803,84.582,3.4292,53.242,2.9003,52.061,2.2012,53.091
10.9,48.993,4.4478,68.885,2.2809,85.396,3.5,53.428,2.9043,52.068,2.2125,53.147
10.906,48.993,4.4479,68.888,2.2815,86.26,3.5006,53.43,2.9218,52.1,2.2588,53.398
10.954,48.991,4.4481,68.896,2.2821,87.046,3.5065,53.443,2.9869,52.222,2.3,53.654
11.001,48.989,4.4489,68.923,2.2825,87.772,3.532,53.502,3,52.248,2.3026,53.671
11.038,48.986,4.4508,68.992,2.2829,88.425,3.6,53.673,3.0019,52.252,2.3153,53.757
11.101,48.982,4.4543,69.124,2.2833,88.972,3.6014,53.677,3.0194,52.284,2.3324,53.881
11.125,48.982,4.4584,69.285,2.2836,89.633,3.6149,53.715,3.0992,52.441,2.3595,54.094
11.2,48.983,4.4641,69.522,2.2841,90.369,3.6861,53.931,3.1002,52.443,2.4,54.464
11.202,48.983,4.4791,70.237,2.2845,91.02,3.7003,53.977,3.1036,52.449,2.4022,54.486
11.233,48.99,4.4889,70.813,2.2847,91.536,3.7046,53.992,3.1215,52.479,2.4238,54.716
11.3,49.006,4.4958,71.277,2.285,91.954,3.7313,54.09,3.1932,52.61,2.4563,55.117
11.305,49.006,4.5,71.599,2.2852,92.398,3.8005,54.367,3.2016,52.626,2.4563,55.117
11.347,49.007,4.503,71.844,2.2854,92.766,3.8096,54.406,3.2194,52.662,2.4563,55.117
11.4,49.008,4.5122,72.729,2.2856,93.069,3.8495,54.586,3.2995,52.835,2.4563,55.117
11.405,49.007,4.5185,73.485,2.2857,93.322,3.9003,54.839,3.3013,52.84,2.4564,55.118
11.451,49,4.5227,74.076,2.2858,93.486,3.905,54.864,3.3113,52.865,2.4565,55.12
11.5,48.993,4.5285,75.093,2.2859,93.699,3.9392,55.06,3.3672,53.012,2.4568,55.123
11.504,48.993,4.5324,75.936,2.286,93.924,3.9989,55.448,3.4006,53.106,2.4578,55.136
11.538,48.996,4.5348,76.554,2.2861,94.088,4,55.456,3.41,53.133,2.46,55.168
11.6,49.001,4.5387,77.773,2.2862,94.201,4.0045,55.488,3.4762,53.334,2.4644,55.229
11.607,49.002,4.5411,78.713,2.2862,94.201,4.018,55.586,3.5,53.412,2.4724,55.347
11.666,49.018,4.5425,79.368,2.2862,94.204,4.0426,55.777,3.5026,53.42,2.4905,55.639
11.7,49.027,4.5438,80.021,2.2862,94.266,4.0891,56.188,3.5306,53.515,2.5,55.808
11.708,49.027,4.546,81.361,2.2863,94.415,4.1004,56.299,3.5999,53.774,2.5006,55.818
11.764,49.031,4.548,82.923,2.2864,94.604,4.104,56.335,3.6004,53.776,2.5057,55.918
11.801,49.033,4.5491,83.95,2.2865,94.767,4.1258,56.56,3.6046,53.795,2.531,56.476
11.84,49.037,4.5498,84.702,2.2867,95.167,4.1588,56.951,3.6257,53.891,2.5551,57.159
11.9,49.043,4.5503,85.265,2.287,95.908,4.1779,57.21,3.6999,54.269,2.5701,57.697
11.906,49.045,4.5508,85.867,2.2874,96.724,4.1944,57.46,3.7007,54.273,2.5795,58.104
11.961,49.061,4.5512,86.433,2.2881,98.273,4.2002,57.554,3.7077,54.311,2.5878,58.515
12,49.073,4.5517,87.053,2.2885,99.204,4.2056,57.644,3.7449,54.523,2.5985,59.154
12.001,49.073,4.5526,88.395,2.2887,99.857,4.2169,57.846,3.8,54.881,2.6008,59.309
12.021,49.074,4.5534,89.834,2.2891,100.9,4.2169,57.846,3.8014,54.89,2.6023,59.413
12.099,49.079,4.5543,91.429,2.2893,101.34,4.2169,57.846,3.8128,54.968,2.6101,60.045
12.109,49.079,4.5549,92.511,2.2894,101.57,4.2169,57.846,3.8397,55.165,2.6167,60.687
12.198,49.082,4.5552,93.262,2.2897,102.68,4.2169,57.847,3.8881,55.572,2.6212,61.225
12.201,49.082,4.5556,93.919,2.29,103.56,4.217,57.85,3.9003,55.688,2.6252,61.774
12.217,49.086,4.5559,94.585,2.2902,104.23,4.2173,57.855,3.9036,55.722,2.6291,62.398
12.297,49.104,4.5562,95.266,2.2904,104.81,4.2184,57.875,3.9269,55.971,2.6325,63.045
12.303,49.105,4.5565,95.838,2.2905,105.39,4.2208,57.92,3.9675,56.477,2.6347,63.545
12.346,49.113,4.5566,96.205,2.2906,105.86,4.225,58.002,3.9883,56.784,2.6367,64.036
12.4,49.122,4.5568,96.453,2.2907,106.27,4.2334,58.174,4,56.976,2.6383,64.491
12.427,49.128,4.5569,96.73,2.2908,106.67,4.2536,58.641,4.003,57.027,2.6422,65.838
12.5,49.144,4.557,97.008,2.2909,107.09,4.2778,59.336,4.0061,57.081,2.6442,66.704
12.507,49.146,4.5571,97.249,2.2911,107.81,4.2897,59.751,4.0061,57.081,2.6454,67.254
12.575,49.167,4.5572,97.413,2.2912,108.43,4.2999,60.167,4.0061,57.081,2.6463,67.8
12.602,49.176,4.5573,97.544,2.2913,108.94,4.3029,60.302,4.0061,57.081,2.6473,68.402
12.627,49.181,4.5574,97.792,2.2915,109.66,4.319,61.147,4.0062,57.082,2.6483,69.044
12.7,49.198,4.5574,97.824,2.2916,110.34,4.3307,61.956,4.0063,57.084,2.6492,69.703
12.707,49.199,4.5574,97.824,2.2919,111.82,4.3384,62.624,4.0066,57.089,2.6501,70.427
12.774,49.21,4.5574,97.839,2.2921,113.38,4.3432,63.11,4.0078,57.111,2.6509,71.092
12.8,49.215,4.5575,97.942,2.2922,114.15,4.3493,63.857,4.0103,57.157,2.6516,71.733
12.81,49.217,4.5575,98.126,2.2924,115.32,4.3541,64.56,4.0149,57.241,2.6521,72.298
12.9,49.238,4.5576,98.287,2.2926,117.05,4.3571,65.082,4.0206,57.349,2.6526,72.737
12.906,49.239,4.5578,98.583,2.2929,119.5,4.3596,65.59,4.0357,57.662,2.6529,73.105
12.968,49.25,4.5579,98.974,2.2931,121.72,4.3618,66.083,4.0553,58.137,2.6532,73.424
13,49.256,4.5582,99.523,2.2932,123.03,4.3638,66.571,4.0673,58.474,2.6539,74.269
13.012,49.259,4.5585,100.31,2.2932,124.37,4.3655,67.048,4.077,58.781,2.6546,75.186
13.096,49.285,4.559,101.33,2.2933,126.12,4.3672,67.578,4.0849,59.057,2.6554,76.223
13.109,49.29,4.559,101.46,2.2934,127.21,4.3688,68.111,4.0994,59.649,2.6561,77.21
13.2,49.324,4.5594,102.38,2.2935,128.87,4.3703,68.707,4.1015,59.747,2.6564,77.61
13.204,49.326,4.5597,103.36,2.2935,129.27,4.3729,69.887,4.1129,60.335,2.6565,77.791
13.249,49.34,4.5601,104.4,2.2935,130.29,4.3743,70.613,4.1214,60.866,2.6566,77.927
13.4,49.394,4.5605,105.64,2.2936,131.57,4.3754,71.301,4.1275,61.307,2.6567,78.102
13.404,49.396,4.5608,106.43,2.2936,132.69,4.3771,72.443,4.1322,61.698,2.6568,78.271
13.454,49.418,4.561,107.13,2.2937,133.63,4.378,73.198,4.1395,62.409,2.6568,78.339
13.501,49.439,4.5612,107.79,2.2937,135.02,4.3789,73.945,4.1447,63.02,2.657,78.508
13.514,49.447,4.5615,108.91,2.2937,136.41,4.3798,74.745,4.1484,63.528,2.657,78.567
13.597,49.498,4.5618,110.09,2.2938,138.13,4.3804,75.369,4.1518,64.069,2.657,78.567
13.6,49.501,4.5621,111.48,2.2938,139.27,4.3809,75.864,4.1564,64.952,2.657,78.573
13.603,49.502,4.5623,112.42,2.2938,140.84,4.3818,76.878,4.1593,65.625,2.657,78.649
13.633,49.514,4.5624,113.15,2.2939,141.93,4.3828,78.115,4.1617,66.265,2.6572,78.939
13.7,49.542,4.5626,113.79,2.2939,142.79,4.3835,78.96,4.1648,67.241,2.6574,79.311
13.702,49.543,4.5627,114.7,2.2939,143.56,4.384,79.65,4.1668,68.014,2.6579,80.113
13.729,49.55,4.5631,116.89,2.2939,144.28,4.3845,80.241,4.1683,68.647,2.6582,80.667
13.8,49.57,4.5634,118.89,2.294,146.37,4.3848,80.742,4.1704,69.713,2.6587,81.533
13.801,49.571,4.5636,120.22,2.294,148.09,4.3851,81.058,4.1716,70.417,2.6592,82.724
13.818,49.581,4.5637,121.25,2.294,149.15,4.3852,81.316,4.1728,71.217,2.6596,83.628
13.89,49.626,4.5638,122.28,2.294,149.79,4.3854,81.531,4.1742,72.252,2.6599,84.214
13.901,49.633,4.564,123.68,2.294,150.36,4.3855,81.679,4.175,72.977,2.6602,85.167
13.919,49.647,4.5641,125.73,2.294,150.9,4.3856,81.859,4.1757,73.545,2.6608,86.95
13.994,49.711,4.5642,127.09,2.2941,152.29,4.3857,82.039,4.1761,73.973,2.6611,87.958
14.006,49.721,4.5643,128.28,2.2941,153.8,4.3858,82.145,4.1765,74.368,2.6613,88.761
14.077,49.787,4.5644,130.04,2.2941,154.74,4.3859,82.33,4.1771,74.888,2.6615,89.597
14.101,49.81,4.5645,132.13,2.2942,155.95,4.3859,82.33,4.1779,75.831,2.6617,90.355
14.111,49.818,4.5646,133.61,2.2942,157.02,4.3859,82.332,4.1787,76.733,2.6619,90.962
14.164,49.859,4.5647,134.81,2.2942,158.72,4.3859,82.371,4.1793,77.411,2.662,91.482
14.2,49.889,4.5647,135.73,2.2942,159.87,4.3861,82.577,4.1798,78.117,2.6621,92.071
14.208,49.894,4.5647,136.62,2.2943,160.56,4.3863,82.989,4.1803,78.783,2.6622,92.66
14.254,49.922,4.5648,137.35,2.2943,161.18,4.3868,83.696,4.1808,79.448,2.6623,93.16
14.3,49.953,4.5648,137.92,2.2943,161.69,4.387,84.125,4.1811,79.919,2.6626,94.792
14.303,49.955,4.5648,138.8,2.2943,162.19,4.3874,84.768,4.1814,80.256,2.6627,95.738
14.326,49.976,4.5649,140.52,2.2943,162.66,4.3881,86.297,4.1815,80.5,2.6628,96.56
14.399,50.047,4.5649,141.84,2.2943,163.08,4.3885,87.154,4.1817,80.729,2.6629,97.499
14.4,50.048,4.5649,143,2.2944,164.32,4.3888,87.734,4.1818,80.935,2.6631,98.679
14.402,50.05,4.565,144.35,2.2944,165.58,4.389,88.21,4.1819,81.051,2.6632,100.01
14.425,50.077,4.565,145.37,2.2944,166.31,4.3892,88.668,4.182,81.15,2.6633,101.33
14.5,50.169,4.565,146.28,2.2944,166.95,4.3896,89.869,4.1821,81.286,2.6633,101.37
14.506,50.177,4.565,146.97,2.2944,167.44,4.3901,91.275,4.1821,81.292,2.6634,101.73
14.556,50.239,4.565,147.67,2.2945,168.19,4.3905,92.707,4.1821,81.292,2.6635,103.64
14.6,50.299,4.5651,149.41,2.2945,168.72,4.3907,93.509,4.1821,81.303,2.6636,105.3
14.608,50.309,4.5651,151.12,2.2945,169.04,4.3909,94.14,4.1821,81.377,2.6637,106.38
14.666,50.388,4.5652,152.27,2.2945,169.47,4.391,94.703,4.1823,81.696,2.6637,107.21
14.7,50.437,4.5652,153.04,2.2945,170.35,4.3912,95.844,4.1825,82.05,2.6637,108.33
14.708,50.449,4.5652,153.91,2.2946,171.14,4.3915,97.155,4.1829,82.566,2.6638,109.6
14.76,50.536,4.5652,154.46,2.2946,171.7,4.3917,98.223,4.1831,83.04,2.6638,110.69
14.8,50.607,4.5652,155.01,2.2946,172.31,4.3919,99.199,4.1834,83.465,2.6639,111.43
14.814,50.631,4.5652,156.31,2.2947,173.08,4.392,100.28,4.1842,85.056,2.6639,112.62
14.9,50.797,4.5653,157.37,2.2947,173.61,4.3922,101.33,4.1849,86.512,2.6639,113.94
14.903,50.803,4.5653,158.18,2.2947,174.06,4.3922,101.41,4.1852,87.414,2.664,114.92
14.934,50.872,4.5653,158.86,2.2948,174.56,4.3923,101.99,4.1856,88.368,2.664,115.64
15.065,51.199,4.5653,159.44,2.2948,175.03,4.3925,103.77,4.1859,89.168,2.664,116.27
15.1,51.3,4.5653,160.64,2.2948,175.42,4.3926,105.23,4.1861,89.895,2.664,116.91
15.107,51.317,4.5654,162.12,2.2949,175.77,4.3927,106.27,4.1867,91.989,2.664,118.12
15.143,51.42,4.5654,162.91,2.2949,176.09,4.3928,107.28,4.187,93.329,2.664,119.09
15.2,51.598,4.5654,163.55,2.2949,176.39,4.3929,109.13,4.1873,94.366,2.6641,119.86
15.203,51.609,4.5654,164.16,2.2949,176.65,4.393,110.23,4.1875,95.247,2.6641,120.83
15.238,51.732,4.5654,164.72,2.295,176.88,4.393,111.07,4.1876,96.001,2.6641,122.87
15.301,51.979,4.5654,165.23,2.295,177.71,4.3931,113.41,4.1877,96.743,2.6641,124.35
15.316,52.045,4.5655,165.72,2.2952,178.77,4.3932,115.02,4.1879,97.499,2.6641,125.18
15.393,52.416,4.5655,166.2,2.2953,179.45,4.3932,116.09,4.188,98.244,2.6642,125.84
15.4,52.458,4.5655,166.71,2.2954,180.1,4.3933,117.33,4.1881,99.288,2.6642,126.46
15.41,52.512,4.5655,167.22,2.2956,180.88,4.3933,118.78,4.1884,101.1,2.6642,127.97
15.46,52.822,4.5655,167.68,2.2957,181.48,4.3933,119.76,4.1884,101.35,2.6642,129.58
15.5,53.104,4.5655,168.07,2.2958,181.81,4.3934,121.17,4.1884,101.62,2.6642,130.63
15.501,53.111,4.5655,168.4,2.2959,182.08,4.3934,122.17,4.1885,102.62,2.6642,131.36
15.51,53.183,4.5655,168.94,2.296,182.29,4.3934,123.01,4.1886,103.72,2.6643,132.02
15.548,53.514,4.5655,169.41,2.2961,182.62,4.3934,123.74,4.1887,104.72,2.6643,132.99
15.585,53.89,4.5655,169.8,2.2963,183.11,4.3935,124.8,4.1889,107.05,2.6643,133.74
15.6,54.053,4.5656,170.1,2.2966,183.49,4.3935,125.81,4.189,109.09,2.6643,134.39
15.602,54.077,4.5656,170.37,2.2967,183.76,4.3935,126.66,4.1891,110.3,2.6643,135.39
15.616,54.237,4.5656,170.65,2.2969,183.95,4.3935,127.82,4.1892,111.35,2.6643,136.26
15.656,54.742,4.5656,170.91,2.297,184.15,4.3935,129.33,4.1892,112.21,2.6643,136.87
15.683,55.133,4.5656,171.16,2.2975,184.63,4.3935,130.35,4.1892,113.46,2.6643,137.35
15.7,55.412,4.5656,171.37,2.298,185.08,4.3936,131.13,4.1893,114.59,2.6643,137.76
15.701,55.434,4.5656,171.56,2.2984,185.42,4.3936,131.92,4.1893,116.18,2.6643,138.12
15.714,55.65,4.5656,171.99,2.2987,185.63,4.3936,132.7,4.1894,117.79,2.6644,138.46
15.748,56.317,4.5656,172.49,2.2992,185.96,4.3936,133.48,4.1894,119.03,2.6644,139.57
15.768,56.761,4.5657,173.13,2.2997,186.26,4.3936,134.19,4.1894,119.95,2.6644,141.33
15.791,57.309,4.5657,173.65,2.3001,186.48,4.3936,134.79,4.1895,120.74,2.6644,142.61
15.8,57.545,4.5657,174.04,2.3007,186.78,4.3936,135.35,4.1895,121.43,2.6645,143.51
15.803,57.615,4.5657,174.35,2.3017,187.24,4.3937,135.85,4.1895,122.02,2.6645,144.13
15.817,58.03,4.5657,175.09,2.3026,187.6,4.3937,136.46,4.1895,122.61,2.6645,144.55
15.836,58.59,4.5658,175.98,2.3032,187.79,4.3937,137.95,4.1895,123.26,2.6645,144.89
15.847,58.962,4.5658,176.78,2.3043,188.16,4.3937,139,4.1895,124.33,2.6645,145.19
15.864,59.567,4.5659,177.35,2.3054,188.47,4.3937,139.83,4.1895,125.11,2.6645,145.47
15.883,60.313,4.5659,177.8,2.3061,188.62,4.3937,140.86,4.1896,125.9,2.6645,145.72
15.896,60.889,4.5659,178.17,2.3071,188.85,4.3938,141.49,4.1896,126.73,2.6645,145.96
15.907,61.396,4.5659,178.6,2.3083,189.06,4.3938,142.27,4.1896,127.56,2.6645,146.32
15.915,61.807,4.566,179.3,2.3099,189.32,4.3938,142.99,4.1896,128.23,2.6646,146.75
15.921,62.109,4.566,179.96,2.312,189.56,4.3938,143.79,4.1896,128.84,2.6646,147.17
15.929,62.543,4.5661,180.55,2.314,189.74,4.3938,145.56,4.1896,129.39,2.6646,147.51
15.941,63.23,4.5661,181.04,2.316,189.88,4.3939,146.76,4.1896,129.93,2.6646,147.95
15.951,63.796,4.5661,181.43,2.3176,189.96,4.3939,147.59,4.1896,131.02,2.6646,148.36
15.96,64.311,4.5662,181.75,2.3196,190.04,4.3939,148.24,4.1897,132.5,2.6646,148.68
15.968,64.695,4.5662,182.05,2.3218,190.11,4.3939,148.73,4.1897,133.47,2.6646,148.95
15.976,65.058,4.5663,182.6,2.324,190.16,4.3939,149.39,4.1897,134.14,2.6646,149.2
15.982,65.321,4.5665,184.04,2.3257,190.19,4.394,149.86,4.1897,135.05,2.6647,149.46
15.993,65.702,4.5666,184.84,2.3283,190.22,4.394,150.18,4.1897,135.69,2.6647,149.7
16,65.92,4.5667,185.38,2.3309,190.25,4.394,150.62,4.1897,136.44,2.6647,149.96
16,65.921,4.5668,185.77,2.3329,190.26,4.394,151.43,4.1897,137.17,2.6647,150.29
16.001,65.948,4.5669,186.05,2.3346,190.27,4.394,152.01,4.1898,137.38,2.6647,150.59
16.01,66.181,4.567,186.3,2.3363,190.27,4.394,152.43,4.1898,137.96,2.6647,150.84
16.024,66.447,4.5671,186.53,2.3379,190.28,4.394,152.78,4.1898,138.64,2.6647,151.32
16.032,66.58,4.5671,186.74,2.3395,190.28,4.3941,153.09,4.1898,139.27,2.6648,152.57
16.038,66.672,4.5672,186.94,2.3423,190.29,4.3941,153.48,4.1898,139.86,2.6649,153.54
16.055,66.915,4.5673,187.11,2.3502,190.29,4.3941,154.45,4.1898,140.41,2.6649,154.14
16.071,67.118,4.5673,187.27,2.3569,190.29,4.3942,155.65,4.1898,140.84,2.6649,154.68
16.083,67.257,4.5674,187.43,2.3636,190.29,4.3942,156.31,4.1898,141.23,2.665,155.11
16.094,67.384,4.5676,187.88,2.3703,190.29,4.3942,156.82,4.1898,141.58,2.665,155.72
16.107,67.54,4.5679,188.29,2.377,190.29,4.3943,157.26,4.1898,141.91,2.6651,156.18
16.133,67.859,4.568,188.57,2.3853,190.29,4.3943,157.63,4.1899,142.61,2.6652,156.72
16.16,68.201,4.5682,188.76,2.3973,190.29,4.3943,158.14,4.1899,143.69,2.6653,157.28
16.195,68.701,4.5685,189.17,2.4028,190.29,4.3943,158.54,4.1899,144.27,2.6653,157.7
16.222,69.136,4.569,189.69,2.4124,190.29,4.3944,158.88,4.1899,144.89,2.6654,158.05
16.242,69.495,4.5695,190.09,2.4229,190.29,4.3944,159.17,4.1899,145.67,2.6654,158.29
16.258,69.831,4.5699,190.41,2.4334,190.29,4.3944,159.45,4.1899,146.31,2.6655,158.51
16.289,70.586,4.5702,190.65,2.4427,190.3,4.3944,159.71,4.1899,146.75,2.6655,158.7
16.301,70.927,4.5708,191.04,2.4488,190.3,4.3945,159.97,4.19,147.12,2.6656,158.87
16.313,71.307,4.5714,191.39,2.4539,190.3,4.3945,160.53,4.19,147.72,2.6656,159.03
16.331,72.008,4.572,191.69,2.4608,190.3,4.3946,161.14,4.19,148.14,2.6657,159.18
16.331,72.008,4.5724,191.93,2.4679,190.3,4.3947,161.64,4.19,148.85,2.6657,159.32
16.331,72.008,4.5729,192.14,2.486,190.3,4.3947,162.06,4.19,149.42,2.6658,159.45
16.331,72.008,4.5733,192.34,2.5,190.3,4.3948,162.43,4.19,149.86,2.6658,159.57
16.331,72.011,4.5737,192.52,2.5,190.3,4.3949,162.77,4.19,150.28,2.6659,159.69
16.331,72.016,4.5741,192.69,2.5023,190.3,4.3949,163.06,4.1901,150.9,2.6659,159.8
16.331,72.026,4.5745,192.84,2.5224,190.29,4.3951,163.78,4.1901,151.32,2.6659,159.9
16.332,72.066,4.5749,192.97,2.5614,190.26,4.3953,164.47,4.1901,151.79,2.666,160
16.334,72.154,4.576,193.36,2.5974,190.23,4.3955,164.89,4.1901,152.14,2.666,160.1
16.338,72.328,4.5773,193.72,2.6071,190.22,4.3957,165.34,4.1901,152.47,2.6661,160.19
16.343,72.554,4.5784,193.99,2.6272,190.21,4.396,165.74,4.1901,152.88,2.6661,160.27
16.347,72.797,4.5793,194.2,2.6461,190.2,4.3961,165.98,4.1902,153.24,2.6662,160.35
16.352,73.041,4.5808,194.48,2.6954,190.17,4.3964,166.25,4.1902,153.55,2.6662,160.43
16.356,73.26,4.5823,194.7,2.7069,190.16,4.3967,166.54,4.1902,153.85,2.6663,160.55
16.359,73.453,4.5836,194.87,2.7773,190.09,4.3969,166.76,4.1902,154.13,2.6664,160.76
16.363,73.719,4.5845,194.97,2.8023,190.07,4.3972,166.91,4.1902,154.78,2.6665,160.9
16.367,74.025,4.5868,195.17,2.8387,190.04,4.3974,167.05,4.1903,156.32,2.6666,161.01
16.377,74.909,4.5897,195.35,2.9,190,4.3975,167.16,4.1904,157.45,2.6668,161.15
16.386,75.912,4.5925,195.48,2.9029,190.01,4.3977,167.25,4.1905,158.08,2.6669,161.28
16.392,76.704,4.5954,195.56,2.9401,190.02,4.3979,167.38,4.1905,158.6,2.6671,161.39
16.396,77.363,4.5976,195.61,3,190.03,4.3986,167.67,4.1905,159.02,2.6672,161.49
16.399,77.98,4.6002,195.65,3.0043,190.03,4.3992,167.92,4.1906,159.34,2.6673,161.59
16.401,78.423,4.6019,195.67,3.0501,190.01,4.3998,168.13,4.1906,159.63,2.6675,161.67
16.403,78.931,4.6057,195.7,3.1013,189.98,4.4,168.2,4.1907,159.94,2.6676,161.75
16.405,79.505,4.6085,195.71,3.1187,189.96,4.4002,168.26,4.1907,160.39,2.6677,161.82
16.407,80.162,4.6106,195.72,3.1979,189.85,4.4006,168.37,4.1908,161.15,2.6679,161.89
16.409,80.752,4.6123,195.73,3.2016,189.84,4.401,168.48,4.1911,162.26,2.668,161.95
16.41,81.346,4.616,195.73,3.2243,189.83,4.4016,168.64,4.1913,162.85,2.6681,162.01
16.411,81.965,4.6217,195.74,3.3,189.8,4.4023,168.8,4.1914,163.26,2.6683,162.06
16.414,83.203,4.6273,195.74,3.3043,189.8,4.4027,168.9,4.1915,163.53,2.6684,162.11
16.416,84.825,4.6365,195.75,3.3622,189.81,4.4031,168.97,4.1916,163.72,2.6685,162.16
16.417,85.83,4.6468,195.75,3.4005,189.82,4.4034,169.03,4.1917,163.92,2.6686,162.2
16.418,86.595,4.657,195.75,3.4123,189.81,4.4038,169.09,4.192,164.34,2.6687,162.24
16.419,87.391,4.666,195.75,3.495,189.75,4.4041,169.15,4.1922,164.67,2.6688,162.28
16.419,88.43,4.6766,195.75,3.5,189.74,4.4044,169.2,4.1925,164.95,2.6689,162.32
16.42,89.865,4.69,195.75,3.518,189.72,4.4048,169.25,4.1927,165.15,2.6691,162.36
16.421,90.825,4.702,195.75,3.6,189.63,4.4051,169.3,4.1929,165.28,2.6692,162.39
16.421,91.546,4.7106,195.76,3.6036,189.63,4.4054,169.34,4.1931,165.41,2.6693,162.43
16.422,92.575,4.7243,195.76,3.6469,189.64,4.4067,169.5,4.1932,165.51,2.6694,162.46
16.422,93.779,4.738,195.76,3.7008,189.64,4.4086,169.68,4.1934,165.6,2.6695,162.49
16.423,94.675,4.7516,195.76,3.7233,189.64,4.4101,169.79,4.1938,165.85,2.6696,162.52
16.423,95.358,4.7629,195.77,3.8001,189.61,4.4115,169.87,4.1944,166.1,2.6697,162.56
16.424,96.52,4.7722,195.77,3.8084,189.61,4.4129,169.93,4.195,166.32,2.6698,162.59
16.424,96.676,4.7809,195.77,3.8996,189.62,4.4143,169.99,4.1953,166.44,2.67,162.62
16.424,97.364,4.789,195.77,3.9031,189.62,4.4157,170.03,4.1956,166.54,2.6701,162.64
16.424,98.243,4.8019,195.77,3.9499,189.6,4.4171,170.06,4.1963,166.76,2.6702,162.67
16.425,99.072,4.8182,195.78,4,189.57,4.4184,170.09,4.197,166.93,2.6703,162.7
16.425,99.683,4.8462,195.78,4.0078,189.57,4.4196,170.1,4.1979,167.15,2.6705,162.76
16.425,100.16,4.8742,195.78,4.0998,189.48,4.4231,170.14,4.199,167.37,2.6713,162.93
16.425,100.49,4.9,195.78,4.1168,189.47,4.4281,170.17,4.1999,167.52,2.6721,163.09
16.425,100.78,4.9034,195.78,4.2025,189.41,4.4331,170.18,4.2005,167.61,2.6729,163.22
16.425,101.11,4.9292,195.76,4.2915,189.34,4.4381,170.18,4.201,167.68,2.6737,163.34
16.425,101.33,4.9799,195.73,4.3048,189.33,4.4446,170.18,4.2015,167.74,2.6745,163.44
16.426,101.45,5,195.71,4.3983,189.28,4.4535,170.17,4.2019,167.8,2.6752,163.52
16.426,101.73,5.0081,195.71,4.4033,189.28,4.4625,170.17,4.2024,167.85,2.6757,163.57
16.426,101.91,5.0327,195.68,4.4475,189.29,4.4701,170.16,4.2038,167.98,2.6768,163.68
16.426,102.07,5.0961,195.62,4.5,189.31,4.4751,170.16,4.2053,168.09,2.6783,163.79
16.426,102.2,5.1026,195.62,4.5265,189.31,4.4787,170.15,4.2068,168.18,2.6796,163.86
16.426,102.2,5.1307,195.62,4.6008,189.32,4.4877,170.15,4.2082,168.25,2.6807,163.92
16.426,102.2,5.2,195.62,4.6238,189.31,4.4949,170.14,4.2096,168.3,2.6818,163.96
16.426,102.26,5.2067,195.63,4.7001,189.3,4.499,170.14,4.2109,168.34,2.6835,164.01
16.426,102.41,5.2617,195.65,4.7055,189.29,4.5,170.14,4.2123,168.37,2.6855,164.06
16.426,102.58,5.3011,195.67,4.7597,189.23,4.5032,170.13,4.2135,168.4,2.6885,164.1
16.426,102.87,5.3182,195.66,4.8009,189.18,4.5088,170.13,4.2147,168.42,2.6921,164.13
